Event,Particle,Px,Py,Pz,Energy,Mass,PID
4192,Photon,22.91423797607422,-4.240696430206299,57.95406723022461,62.4637451171875,0.0,22
4193,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4193,Muon+,0.8755853772163391,-35.74593734741211,-13.327425003051758,38.15979766845703,0.10565999895334244,-13
4193,Muon-,0.600190281867981,-22.93691062927246,-8.125907897949219,24.341398239135742,0.10565999895334244,13
4193,Photon,-1.4757755994796753,58.6828498840332,21.453332901000977,62.498802185058594,0.0,22
4194,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4194,Muon+,0.9271264672279358,-9.616002082824707,15.85883903503418,18.569894790649414,0.10565999895334244,-13
4194,Muon-,2.0453848838806152,-22.81805419921875,37.483577728271484,43.93036651611328,0.10565999895334244,13
4194,Photon,-2.9725115299224854,32.43405532836914,-53.3424186706543,62.49974060058594,0.0,22
4195,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4195,Electron+,0.0831761285662651,0.48529893159866333,-0.4054010510444641,0.6377958655357361,0.0005109999910928309,-11
4195,Electron-,8.127683639526367,46.99201583862305,-39.40334701538086,61.862205505371094,0.0005109999910928309,11
4195,Photon,-8.210859298706055,-47.47731399536133,39.808746337890625,62.5,0.0,22
4196,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4196,Electron+,1.1258201599121094,-13.81835651397705,41.346675872802734,43.60919952392578,0.0005109999910928309,-11
4196,Electron-,0.4877977967262268,-5.986531734466553,17.91049575805664,18.89080238342285,0.0005109999910928309,11
4196,Photon,-1.613618016242981,19.804887771606445,-59.25717544555664,62.5,0.0,22
4197,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4197,Electron+,-3.9720046520233154,2.665219783782959,-0.9678391218185425,4.880259037017822,0.0005109999910928309,-11
4197,Electron-,-47.15771484375,30.95639991760254,-11.743185043334961,57.6198844909668,0.0005109999910928309,11
4197,Photon,51.129722595214844,-33.621620178222656,12.711023330688477,62.499855041503906,0.0,22
4198,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4198,Electron+,-51.821651458740234,-2.0038440227508545,2.041517734527588,51.90054702758789,0.0005109999910928309,-11
4198,Electron-,-10.578574180603027,-0.26692378520965576,0.6312231421470642,10.600750923156738,0.0005109999910928309,11
4198,Photon,62.40022277832031,2.2707676887512207,-2.672740936279297,62.49870300292969,0.0,22
4199,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4199,Electron+,-48.11081314086914,24.14486312866211,17.798837661743164,56.695884704589844,0.0005109999910928309,-11
4199,Electron-,-4.9023027420043945,2.5116424560546875,1.8297077417373657,5.804201126098633,0.0005109999910928309,11
4199,Photon,53.01311492919922,-26.656505584716797,-19.6285457611084,62.499916076660156,0.0,22
4200,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4200,Electron+,-0.49510061740875244,-0.18815433979034424,0.056410714983940125,0.5326434969902039,0.0005109999910928309,-11
4200,Electron-,-47.52558898925781,-39.727783203125,-2.2572569847106934,61.98446273803711,0.0005109999910928309,11
4200,Photon,48.020687103271484,39.91593551635742,2.2008461952209473,62.48289489746094,0.0,22
4201,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4201,Muon+,-4.637861251831055,38.59769821166992,-29.036367416381836,48.522300720214844,0.10565999895334244,-13
4201,Muon-,-14.435694694519043,7.1260528564453125,-4.422035217285156,16.695371627807617,0.10565999895334244,13
4201,Photon,19.07355499267578,-45.723751068115234,33.458404541015625,59.782325744628906,0.0,22
4202,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4202,Electron+,-6.668516635894775,-14.456256866455078,-12.79399585723877,20.42397689819336,0.0005109999910928309,-11
4202,Electron-,-13.82119369506836,-29.78961753845215,-26.30487823486328,42.07604217529297,0.0005109999910928309,11
4202,Photon,20.489709854125977,44.24587631225586,39.098873138427734,62.49998092651367,0.0,22
4203,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4203,Electron+,-41.22945785522461,36.413448333740234,-19.031627655029297,58.20661926269531,0.0005109999910928309,-11
4203,Electron-,-3.0555076599121094,2.588348388671875,-1.5531792640686035,4.29511833190918,0.0005109999910928309,11
4203,Photon,44.28496551513672,-39.00179672241211,20.584806442260742,62.49826431274414,0.0,22
4204,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4204,Muon+,-1.5090692043304443,-0.7807137966156006,-1.2548185586929321,2.114837408065796,0.10565999895334244,-13
4204,Muon-,-34.74304962158203,-32.7804069519043,-36.985809326171875,60.41188430786133,0.10565999895334244,13
4204,Photon,36.25211715698242,33.561119079589844,38.24062728881836,62.4732780456543,0.0,22
4205,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4205,Muon+,18.0986385345459,26.814712524414062,-25.559162139892578,41.229496002197266,0.10565999895334244,-13
4205,Muon-,-3.0871360301971436,11.598435401916504,-19.366914749145508,22.784704208374023,0.10565999895334244,13
4205,Photon,-15.011503219604492,-38.413150787353516,44.92607879638672,60.98579788208008,0.0,22
4206,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4206,Electron+,3.55715274810791,27.700252532958984,-1.392000436782837,27.962385177612305,0.0005109999910928309,-11
4206,Electron-,4.394227027893066,34.21372985839844,-1.7199766635894775,34.53761291503906,0.0005109999910928309,11
4206,Photon,-7.951379776000977,-61.91398239135742,3.1119771003723145,62.5,0.0,22
4207,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4207,Muon+,27.522043228149414,37.42512512207031,-4.157179355621338,46.641143798828125,0.10565999895334244,-13
4207,Muon-,9.498844146728516,12.464672088623047,-2.5301504135131836,15.874789237976074,0.10565999895334244,13
4207,Photon,-37.02088928222656,-49.889801025390625,6.6873297691345215,62.484066009521484,0.0,22
4208,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4208,Electron+,-29.340560913085938,-3.8980000019073486,48.53803253173828,56.850711822509766,0.0005109999910928309,-11
4208,Electron-,-2.9241409301757812,-0.37806347012519836,4.818817615509033,5.649295330047607,0.0005109999910928309,11
4208,Photon,32.26470184326172,4.276063442230225,-53.356849670410156,62.49999237060547,0.0,22
4209,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4209,Electron+,5.076822757720947,12.204859733581543,-0.902102530002594,13.249397277832031,0.0005109999910928309,-11
