Event,Particle,Px,Py,Pz,Energy,Mass,PID,Vx,Vy,Vz
2655,Muon+,42.57181756475636,-15.010876407952352,-6.263775753070286,45.57337063686536,0.1056599989533424,-13,0.9341380058098889,-0.3293782355393679,-0.13744376739172703
2655,Muon-,-42.57181560739573,15.010877352955315,6.263774973688779,45.5733676617441,0.1056599989533424,13,-0.9341380238426404,0.32937827777770257,0.13744375926264527
2655,Photon,24.546396875909423,-4.2559906568944905,-31.47357423105045,40.14006632412088,0.0,22,0.6115185928618921,-0.10602849089805788,-0.7840937276214069
2715,Higgs,-2.414442690076193,-8.747946033498092,32.06589353616942,129.3660605475084,125.0,25,-0.01866364856329155,-0.06762164663957976,0.2478694442766427
2715,Z Boson,2.220446049250313e-16,-1.3877787807814457e-15,-3.552713678800501e-15,96.04072944189704,96.04073333740234,23,2.311983740808262e-18,-1.4449898380051638e-17,-3.699173985293219e-17
2715,Electron+,-21.62520941933156,5.8061644163388255,42.48051619487741,48.02036538675693,0.0005109999910928,-11,-0.45033412897135866,0.12091045891833326,0.8846354219243967
2715,Electron-,21.625208465482395,-5.8061644169723365,-42.480516192555264,48.02036407356086,0.0005109999910928,11,0.4503341214230577,-0.12091046223802174,-0.8846354460678539
2715,Photon,-2.4144426532347216,-8.747945900015027,32.06589304688271,33.325329131641936,0.0,22,-0.07245067689195729,-0.26250141042745095,0.9622078425757118
2740,Higgs,-18.73288287888145,-35.919662448802185,-10.595302058745164,131.82717275700722,125.0,25,-0.14210183293099346,-0.27247540622760485,-0.0803726715604767
2740,Z Boson,1.7763568394002505e-15,1.9984014443252818e-15,8.881784197001252e-16,89.9535135828268,89.9535140991211,23,1.9747498109283174e-17,2.221593537294357e-17,9.873749054641587e-18
2740,Muon+,-34.04283249183512,-21.150910631413677,-20.41131927518681,44.97675697803096,0.1056599989533424,-13,-0.756898335477221,-0.4702631326163624,-0.4538192757018204
2740,Muon-,34.042832454805655,21.15090865306231,20.41131973108013,44.976757112468505,0.1056599989533424,13,0.7568983323915157,0.4702630872246419,0.4538192844815324
2740,Photon,-18.73288316472257,-35.91966299689274,-10.595302220416654,41.873661185703455,0.0,22,-0.44736673685267264,-0.8578104225850799,-0.2530302323799217
2765,Higgs,31.682787472835567,-37.52088909850773,-45.202626037417126,141.7035410336311,125.0,25,0.2235850088270988,-0.264784414170728,-0.3189943293420522
2765,Z Boson,0.0,-8.881784197001252e-16,-3.552713678800501e-15,74.95855006814472,74.95854949951172,23,0.0,-1.1848927425793101e-17,-4.7395709703172404e-17
2765,Electron+,-32.83095972238467,15.479649209129606,-9.338347729951243,37.47927553580389,0.0005109999910928,-11,-0.8759763696878641,0.4130189014550701,-0.24916030516732732
2765,Electron-,32.83096061777319,-15.47964883899746,9.338346929315202,37.47927825496287,0.0005109999910928,11,0.8759763300251341,-0.4130188616144896,0.24916026572840025
2765,Photon,31.682786505953622,-37.52088795346107,-45.20262465794246,66.74498664103749,0.0,22,0.47468413884547517,-0.5621529022884204,-0.6772437441788336
2766,Higgs,-21.355014273271397,-1.8612012359879653,40.54584701020936,133.1482873131599,125.0,25,-0.16038519686734826,-0.013978409137253775,0.3045164742889032
2766,Z Boson,0.0,-3.3306690738754696e-16,0.0,87.28472668541492,87.28472137451172,23,0.0,-3.815866991117035e-18,0.0
2766,Electron+,-11.12670756478422,24.697779734581356,-34.21800309125225,43.64236387148024,0.0005109999910928,-11,-0.25495199108715993,0.5659129695016603,-0.7840547590872662
2766,Electron-,11.126708459890745,-24.697778366045377,34.218001844427086,43.64235869031516,0.0005109999910928,11,0.2549520418647747,-0.5659130053281505,0.784054823600094
2766,Photon,-21.355014924974714,-1.86120129278732,40.54584824757042,45.863564691108266,0.0,22,-0.4656204782336705,-0.040581261079956084,0.8840535732590186
2932,Higgs,-19.40947214074348,-3.716234423512494,-21.33463923758077,128.33824386546092,125.0,25,-0.1512368531479264,-0.028956562841924837,-0.16623758121504467
2932,Z Boson,0.0,-5.273559366969495e-16,3.552713678800501e-15,99.25723819917962,99.25724029541016,23,0.0,-5.313022468333278e-18,3.579299347087681e-17
2932,Electron+,-42.32733019705202,2.5023813550131524,-25.790215742823616,49.62862144008498,0.0005109999910928,-11,-0.8528814415720257,0.05042214114357772,-0.5196641573846517
2932,Electron-,42.327327649741406,-2.502381477543468,25.790213132037103,49.62862129737282,0.0005109999910928,11,0.8528813926971226,-0.050422143757516316,0.5196641062725302
2932,Photon,-19.40947184457844,-3.7162343668072566,-21.334638912040027,29.08100370799512,0.0,22,-0.6674278521976281,-0.12778906822206992,-0.7336280111327308
3032,Higgs,8.912062133673354,22.56730722436826,29.291272765663734,130.6586654878504,125.0,25,0.06820873380573493,0.1727195600851038,0.2241816312473163
3032,Z Boson,0.0,1.7208456881689926e-15,0.0,92.62332693852484,92.62332916259766,23,0.0,1.8578966498484097e-17,0.0
3032,Muon+,-38.834555813946345,16.308518798808514,-19.25275607543429,46.31166516642544,0.1056599989533424,-13,-0.8385480348070107,0.3521471046269288,-0.4157215251545729
3032,Muon-,38.834557035963535,-16.308519072979475,19.25275695739676,46.31166565530416,0.1056599989533424,13,0.8385480523418777,-0.35214710682969425,0.41572153981016885
3032,Photon,8.912061997686077,22.56730688001848,29.291272318714377,38.03533655563257,0.0,22,0.23431006018970824,0.5933247585967933,0.7701068262107095
3174,Higgs,-20.122357818014816,-44.71919377547782,-20.357929942688617,135.8092813015236,125.0,25,-0.14816629338711526,-0.32927936402367314,-0.14990087384005785
3174,Z Boson,0.0,4.218847493575595e-15,0.0,82.7135079018103,82.71350860595703,23,0.0,5.100554432516408e-17,0.0
