Event,Angle (degrees)
94.0,86.33627311461802
210.0,42.78518996397319
295.0,54.377729533911186
309.0,139.71330414977305
544.0,33.48995070971173
625.0,78.69037644564844
676.0,55.75536362081599
691.0,133.8243809181873
709.0,89.60749136373182
847.0,80.59874072354964
946.0,103.88865489946353
1208.0,130.21318953585165
1257.0,109.77066740390988
1286.0,45.03699436765375
1350.0,62.91785931435324
1383.0,27.152005515857695
1469.0,73.29639507853372
1532.0,103.66251501917814
2003.0,140.18842421052017
2020.0,145.49555261767122
2095.0,70.17754576368577
2124.0,69.99335406263141
2128.0,146.68059001201237
2148.0,101.34693832698736
2160.0,105.86284736811177
2496.0,36.48485150112794
2542.0,71.96905677512765
2715.0,115.90644567858348
2765.0,116.33046467610139
2766.0,31.177724023760362
2932.0,117.20945512413063
3237.0,12.62622347893789
3276.0,123.83556838101451
3375.0,71.15892763492215
3542.0,89.5200999141481
3600.0,125.16355581503434
3806.0,73.29596725119664
3910.0,74.5298085740651
3952.0,88.8339536320888
4137.0,86.3072675999381
4143.0,161.15876898432782
4406.0,36.77788142043113
4468.0,90.94392967884063
4528.0,49.15141449473664
4596.0,149.86522193504732
4944.0,91.06128061017765
4972.0,64.78334414764785
5197.0,139.9695465629873
5349.0,34.522482971861564
5473.0,104.82767860068437
5549.0,31.830511089343137
5583.0,103.54196339211182
5594.0,58.87819095156519
5604.0,85.01204739918838
5748.0,108.45749386582573
5919.0,159.07767706605873
5977.0,75.562147511166
6375.0,23.484260789330996
6555.0,128.77940186765002
6594.0,83.69116432363265
6626.0,81.96632340592417
6848.0,118.56830122041504
7002.0,109.83523091918606
7107.0,119.41664636160057
7376.0,113.09548819489726
7406.0,42.15912474671088
7631.0,82.4121259706626
7742.0,92.57194680846182
7850.0,131.30886735360053
7882.0,101.00110079240784
7898.0,131.20187610457432
7907.0,153.8385582067854
7954.0,147.7908770603727
8112.0,55.37597786350261
8162.0,110.1901627738472
8207.0,32.16171443270553
8264.0,86.98160761521277
8567.0,129.25734638932076
8698.0,150.76227811027118
9632.0,67.10993967234583
9704.0,96.90793868624347
9797.0,94.912493786558
9885.0,133.65165728166377
