Event,Angle
0,1.5279911901176806
1,1.5943848706165822
3,2.0587408180280686
10,1.7578759913032045
14,1.9210104738481093
15,0.8374282548492878
16,1.2132459335896975
22,1.6960917158675946
26,2.6680773115291645
28,0.714856185280734
33,2.4455904999056086
34,0.4788230115996424
40,1.1883990640516688
43,1.851538166988364
44,0.6596597634798049
47,2.8783032660052625
48,0.29330714795598367
49,2.625282674857688
50,2.373182484902139
51,0.7273909931061625
54,2.795039328520085
55,1.0014689781710284
56,0.3611300179801832
57,2.021924544905636
60,1.8609439952184421
61,1.2179740559258208
63,0.5058992086112304
67,2.559091175481004
70,1.9310475384098749
71,1.1515480962571343
72,1.235730289782284
73,0.35827022760614596
75,3.0662490067912236
76,0.9937743376308634
81,2.234859237504561
82,1.2290167711957174
84,2.3799726740182696
85,1.2963732744385954
88,1.9396092375411922
89,1.759384740457882
90,0.7448246484261938
92,1.47873173874507
93,1.129263337856603
94,1.0941370253991072
95,2.3789127936647665
96,1.2901229534321
99,2.447692791940747
100,1.7812950493071
102,0.19900809063487745
103,1.1125567440315105
105,2.5324495691380053
108,0.6207894949392262
109,1.7748591120688177
112,2.049487853550638
116,2.086981416397107
118,0.6324867474349732
119,1.3530268038100652
123,1.196502422036578
124,0.9591169389612698
125,1.1550566931495014
126,0.561695556605395
127,1.0621000592646868
128,1.8276189197715726
135,2.317734244759766
136,1.989753103367889
137,2.307707104869906
139,0.6151093326094322
141,1.1949476297642594
145,2.240401220704375
147,2.610953575001321
149,0.15344763163878114
153,0.8541337186687197
154,2.2667494935979966
158,0.054251126907265454
160,2.1207290791515736
161,1.1573807664136297
167,0.8463656404515176
168,0.7791555688843458
171,2.8284700624352905
173,0.39864134712162447
174,1.48910445545793
176,2.2057465738926316
177,1.5176271349941701
179,1.2286192878466058
182,1.190645990104589
186,0.5130441989810646
193,0.7242033073985487
194,1.4102851283267817
197,0.7104027647998028
200,1.8281090268643463
202,2.4233413797938472
208,1.9944101864582202
209,2.7611130369497094
211,2.3430517977047023
213,1.873868743332559
214,1.0046971890906125
216,0.18608945501069554
218,2.122297145787529
221,1.6066137455976328
223,1.3791668575154545
224,0.7141745114252942
229,1.3251741296037587
230,0.5286381892736811
232,1.606688626759122
233,0.7129785316297338
236,1.3266496627662956
238,2.062426795030588
240,2.7657143814433898
244,1.7381009511437617
245,2.67769116838672
246,2.6518182831663695
248,1.3482732078763515
249,2.377629050244976
253,0.8768735399074846
254,1.9349650913324352
255,0.8316580106735846
256,0.8786787453919653
257,0.18040099256986994
258,2.670941603376599
259,0.7878387419832313
260,2.0759186583021245
263,0.9090204118328522
264,1.9654059006814073
265,2.3970171929539035
267,2.658604480567044
271,0.3288652277309877
278,2.213648275197353
280,1.977181283915634
282,2.3174136902336535
284,2.5747555811960186
286,0.6531504819768287
288,1.4296831312351508
292,2.299386362659706
294,2.1384197643749125
295,1.8095445881211965
298,1.9226571322308443
299,1.02951656482368
300,0.992753497015309
302,2.0629180808059395
307,1.3440233604883733
308,0.45139329263242567
310,0.5617045895305909
312,1.8369164506714253
313,1.6458588937560623
315,2.0978194558598355
317,0.9203396473581946
318,1.3449150756928687
321,1.5592261932069678
324,2.393388202254127
326,0.970962044039614
328,1.3654376501614138
331,2.451196364860104
332,1.551249484997595
333,1.7278798654801664
338,0.47473386257209554
339,2.924136102830876
340,1.6280552093345297
342,1.0027814929104635
343,2.5852847131799574
345,1.1395314287697937
347,1.4852322773437532
350,0.15677197126897982
351,2.2696427039410536
353,1.4968099078921626
355,1.708506003137359
356,1.2194254733178984
358,2.3487498318827003
359,1.9851769806290909
360,2.993950416768044
365,1.6175464678317895
367,1.8843678801247923
370,1.949460905354885
372,2.281050826807659
373,0.23674948668837753
374,1.128592939295847
375,2.7025504884298974
377,1.7164992737033054
384,0.7899594397925175
385,0.12330259936708178
387,2.1902085835354312
389,2.574571266469401
396,1.647288101708558
397,1.782173640055614
398,2.81677588950864
399,1.2830481120724866
401,1.326392730218323
402,1.483381131058618
405,0.28090932942597807
409,0.9334809122196092
410,2.199598035226013
411,1.9297804010408346
412,0.9134918975508265
416,2.068411514799589
417,1.1445922436414107
423,0.5354567965476236
424,2.2079931137225626
425,0.6256405653037221
427,1.7253157171434261
429,0.6411349380134307
432,0.614462816578911
433,1.8783617387641027
435,1.6812313700682158
436,1.2578739477858163
439,1.4050187533745397
440,2.7564632384018326
447,1.4608635475044183
448,1.9864828443200186
452,2.1810618394937213
453,1.4778660164229425
455,3.0976752828614966
459,1.7932024999990017
460,2.3402635984233204
467,2.24665477062688
475,0.6952894936491415
478,2.50000908343008
479,1.1825134575243252
481,0.6991349263759962
486,0.9264526509310013
487,2.1968387542981795
488,2.0170185947621357
491,1.0235148022573821
492,0.17725556421481112
493,0.49754365432097786
495,1.261857736257027
501,1.3758303126454223
504,2.0968711441311894
505,1.078950899999157
506,1.5749944533866373
508,1.3491308260659403
514,1.0052671887067797
517,0.7210824507387197
520,1.841504264467842
521,1.6006455457849504
523,1.5308968981094426
525,0.2925684249701023
526,2.7266511962918547
532,2.6658740599725608
535,2.480288622949617
536,0.20877178451228576
539,2.07154784864945
541,1.93774431652509
544,1.8767282146258903
546,2.988033527226826
547,1.6842662466653158
548,0.7577480165839924
552,0.8046458109543813
553,0.8287331695028813
554,1.018528561837844
555,0.6879399553207337
556,1.8703541440239286
559,1.805085309431678
561,2.1763756467915427
562,2.391863388248147
566,1.2546394810078936
567,2.522939150775851
568,2.260062412807724
571,2.597742429738172
575,1.401291426349061
577,1.7327870030537937
579,2.629357775725337
581,2.5081813821026353
583,1.9767759064932753
584,1.0642976611097144
585,1.3661807992260513
588,1.3732136881414299
589,1.6618153661947042
591,0.21931373199949358
592,1.1088114809690275
593,1.767042761347835
594,2.2534135233054795
595,2.5551852796869454
597,1.0402647428875686
598,1.357938738847738
599,2.0788904404773123
600,1.544257497959929
602,0.78846519882366
603,1.5178786891017055
606,2.9575276139101696
613,2.0527458717388583
623,2.762920470092347
624,0.529452608720523
625,0.8317221515950516
626,2.2274684554967337
627,1.6375057893641911
631,2.086061907258354
632,2.050687049831857
633,1.7269430822770842
634,1.6524405483664182
635,0.7334431876292052
636,1.6194469599330372
638,2.3274744708502446
640,1.9680981423493393
643,1.2937842874132404
644,1.8876066559794267
647,0.649538040271866
648,1.2222459542614752
649,0.9632418673844848
651,0.5602980077363068
652,2.838260653685233
653,2.517887761549467
655,0.35137888303539033
659,0.553860448063212
660,1.2875727523532965
661,2.2788740433000627
663,2.6948606564274304
664,0.17859316540843884
667,2.215171652558938
670,1.6057727100615342
674,1.5578484092606018
675,1.6065397783701496
676,2.6980073676901095
677,1.514281241545252
678,2.0092142777316733
679,1.3112554907507168
681,2.9134902672609777
683,2.2206295624571015
685,1.171547718312246
687,1.9206870244815233
690,0.4070687501557404
699,1.363632404700158
701,0.5495042881561863
702,2.29672874977469
705,2.8055879672857147
706,2.7851588124308297
707,2.7574333261674
709,0.64076353196282
710,1.2946386471296591
711,2.4242823068061763
713,0.9417462645878643
714,0.4964434643804657
715,1.157182797927102
719,0.6941002282196237
720,1.3560281443538142
721,2.981111232107426
722,2.0163519971403376
724,2.2474652438730693
725,1.3202814401409584
726,2.5286881002802364
728,1.0314068397320448
731,2.623405980380332
732,2.1846385828038284
733,1.9093417434207671
734,2.753631757416869
735,2.797597373393609
736,2.262950897499422
737,1.3584966429207288
738,1.531585830051322
739,1.5516933326966083
741,1.273342455871993
743,2.0215918668966077
746,1.0372539870356599
747,1.5192934733529069
749,2.0974135012481656
751,2.3672956757842982
753,1.2649456610368588
754,2.390600401019341
756,0.5227558866008083
757,1.9200679468135546
758,0.9386345309783708
759,0.9942889843425745
761,0.9847647284230432
762,0.5082838356178565
763,2.3625326011295864
764,1.1464144104721565
765,0.6035337431076013
766,1.561469941507239
770,1.1827062004909885
771,0.9643196256013302
772,0.2918881318919994
773,1.4562542890648977
774,2.9916253297683566
777,0.40932532938162797
784,2.122564627380093
785,2.0913628462466214
786,3.0286472928967667
787,1.0170247279839841
788,0.9857960570259995
795,2.2754776000873096
796,0.9853388714873935
797,2.0394769997059665
798,0.9697842430812661
799,1.3863965772860098
801,2.7074344421238323
803,1.0676299193453502
805,1.1635570939926128
806,1.623944641827158
807,2.3135256040076047
808,0.9536250193884788
809,0.588128730937677
810,2.4221707885579775
815,1.1875913421809523
817,1.0646698912879993
818,1.023635358810332
820,2.0967329965783015
821,2.0566711933849606
822,2.3539741694409475
823,1.0247468075026167
831,1.880085380064608
838,1.9547640938502062
839,0.8070645408066303
840,0.5783803313220071
841,0.8107475043969422
842,1.935002262275686
843,1.9106990444109957
844,0.11665102480965402
846,2.045555112257034
848,2.68827921791128
849,0.6515382237242273
850,2.0892944961332423
851,0.8972515542835385
853,1.979870156963449
855,1.9609603101955988
858,2.330112035946576
861,0.3107208106410842
865,1.6268441167139782
866,2.353625421223918
867,0.7811758855885508
869,0.9512775258365779
872,2.3730508604951273
875,2.750346340448571
876,2.0803855448527075
878,0.23969621719450346
882,2.855650148708781
883,1.998500090156294
887,1.0698282320246741
888,2.276300466354705
890,1.2914991142450178
893,0.65215328187981
895,2.9711401437192615
900,0.7926196218184738
901,2.0435978009442097
902,2.044571991095456
903,1.6057463745399476
904,1.5734615897974042
908,0.8703164022166178
914,2.0529519297357792
916,1.68769431198903
917,2.6991373192047896
918,1.6386651892506041
920,2.5939982455255564
921,0.1605602671574915
923,0.8376848042305468
927,1.9603879716043842
929,2.143501969857023
934,0.5180601192092855
935,1.5455826581430194
936,1.4880866786176965
937,0.9802111256140773
939,2.0381395322291747
940,0.6407369059618105
943,2.5376886821367526
946,0.3230672916521182
948,0.3989337336305876
950,1.8040866794082424
953,1.831922613581836
957,0.4292805348642667
958,1.2996160378171442
959,0.8707814753531863
962,2.2871608350144386
963,1.5251153572830267
964,0.6585750957593501
967,1.7323512770474825
968,2.58876027964481
969,1.5584713783725812
970,1.7466306727553658
971,1.4768444821277775
973,0.9780645592653742
974,1.6754226458084762
976,0.5164994827495106
980,2.3812554584743006
990,2.4080759212796723
991,0.9511024137351749
993,0.787811005899281
996,1.0399308960386724
998,0.8293463907599186
999,1.1511330318599868
1000,2.597870431864063
1002,1.9735710481600426
1004,2.386662061651524
1005,2.2404707458423574
1006,2.9590220963191025
1007,2.3933891994965215
1008,1.717141011043288
1011,1.306540375165453
1012,1.350856229850081
1013,1.3466378980711549
1015,1.0519355105221273
1016,1.550032813923413
1019,2.6621247652806708
1022,0.4746954914663255
1025,2.771848679768588
1026,2.3297385324994715
1027,1.145488216265913
1030,1.6592901193356058
1031,1.9536791071354542
1032,0.8937645999156839
1038,1.900264438801245
1039,0.7461023473483436
1041,0.6955408079485697
1046,0.9431801233520277
1047,0.95499185136784
1049,2.299732566507078
1050,0.661810058900665
1051,0.48602608980745376
1052,2.47198644262748
1053,3.091017835607822
1059,2.0055184486838993
1062,2.1675466412533333
1069,2.4506445184743737
1071,2.722442875214484
1072,2.3124997567545034
1075,2.5672174543900006
1076,1.1658093033776664
1080,2.4701100004678325
1083,2.7132830145527387
1088,0.7580281767194498
1090,0.9178168749155943
1092,0.5165669848841656
1095,2.0262161539904344
1097,1.5259272410156477
1098,1.9383837501236827
1103,0.9906686829883291
1106,1.7947888567810775
1108,0.9555942523141594
1110,1.4759862959603305
1111,2.397150670959526
1112,2.635358234489311
1113,0.5625403111205295
1119,2.1026163888201217
1121,1.5968516511148347
1123,1.074565529530187
1124,0.6468033861270178
1126,2.0288372315249408
1127,1.243405060003576
1131,1.3639654321250025
1135,1.9692575161385582
1141,2.2429987234922977
1145,0.17265333351635165
1150,0.6692906380254348
1152,0.9768529376357089
1153,2.64427470026032
1155,2.768895838966068
1156,1.4873012609063847
1158,0.3857423537043323
1159,0.5203328279566605
1162,2.057534399662207
1163,2.719062435179203
1166,1.1594243270384568
1170,1.233892372578527
1174,2.5614123757317215
1175,0.13245787528763125
1178,2.4785294479343656
