Event,Vx,Vy,Vz
0,0.1624216039404259,-0.2698116055071797,-0.05143905851141
1,0.2481608467640055,0.2210915600137672,0.1334506838518259
2,-0.0893591478844698,-0.2916183373801268,0.0134612573597347
3,0.1269207061884657,-0.0487785751399705,-0.24297018140755
4,0.1695505382909658,-0.1614501691646764,-0.2264809232154526
5,-0.100713669608605,-0.0973156982981024,0.1734264583076445
6,0.0394062545027083,-0.2792341357094578,0.1340446321068506
7,-0.1749834670758625,0.2427125510580276,-0.0471929645529017
8,0.1792510391686747,0.0095737940028086,-0.2557063859759751
9,-0.2668450452539556,0.1166119518976561,-0.0653792815873624
10,0.4384150440587945,-0.2804027735220108,0.0304231924983982
11,-0.2996792662335461,0.0297458315973295,0.0567822014588412
12,-0.1506714602344581,0.0155121828282545,0.2308315638201981
13,-0.1649092532970958,-0.0897278670350254,-0.2651218224300766
14,0.1468496694753335,0.1363747657817647,0.2421207493571683
15,-0.2321320633033338,-0.2045442081599178,0.0619865835958553
16,-0.0901909411715683,0.2305418400650066,0.0989854752420374
17,0.0156827134927962,0.323187406282146,-0.1017778039339735
18,0.3423336246803053,-0.1544624123236584,0.1655815010656274
19,-0.27965931947468,-0.003654628621506,0.0001850819654984
20,-0.1533289492121518,0.1967609250772355,-0.1200986277244793
21,-0.0274290860234847,0.2498668619945998,-0.3690298574337402
22,-0.2031695527596785,0.1312769169872075,0.2152577655775738
23,0.005444533517329,-0.4733441340421351,-0.14269952701141
24,-0.0325439252526703,0.2507878751180643,-0.1802355670413154
25,-0.0127731583302418,-0.3165669370695446,-0.2769101680049797
26,-0.2458786633181185,0.1437588614314126,0.0795538415590298
27,-0.1637599916848554,-0.215577768036683,0.1467572432804874
28,-0.1835700783383707,-0.204531156865798,0.1379654281053937
29,0.2467579325073389,0.1673963243827445,-0.253932394538948
30,0.1192622128089484,0.2194177713367656,0.155862846680175
31,0.2163947854994722,-0.1157345485066435,0.18764735756607
32,-0.0304705123495963,0.1031450775629066,-0.1703427423819749
33,-0.0500417337076742,0.1612704015218372,0.2733721464845779
34,0.2528697092550733,-0.1016062720646128,-0.1263460207502603
35,0.2791133600553376,-0.1027385406224664,-0.0390366698057801
36,-0.2578503194458901,0.1103535267720384,0.2116856084632169
37,-0.1853373867116918,-0.2332133576265756,0.052166011639452
38,0.1871570080191216,-0.0268340817415452,0.1705064360566502
39,0.2892634140991132,-0.1918236671978009,-0.2925061256740193
40,0.2157083748476121,0.1464892376588192,0.1992030190699391
41,-0.190944655867284,-0.1429265140863262,-0.1478124555700041
42,-0.2740803436708432,-0.0299999464551431,0.1889782248743915
43,-0.1066184570967314,0.242199560308894,0.0945495281115831
44,-0.1866681205478731,0.0315902120121333,-0.2506404509801547
45,0.2054811338690304,0.0007418919059797,-0.2238246215103361
46,-0.1895939308181947,-0.163187873108276,-0.158695937251154
47,-0.2239846076712203,-0.1084652712108817,0.1164088337094132
48,0.213337043124345,-0.1733933872577231,0.321048612358128
49,-0.0077174801562741,0.1077222950107825,0.2754635409725334
50,0.1711481860242736,-0.0426115860291613,-0.221742428230051
51,-0.2625791689234562,-0.0129455443916233,-0.1650314240280661
52,0.1063587076893599,-0.2751011697560369,-0.0087111477042472
53,-0.180677345965041,0.0072742874469763,-0.2039595940593836
54,-0.246292830115113,0.0379237536495465,0.2473711802017521
55,-0.284417360707386,-0.0178618942101818,0.0292633364136837
56,0.2651251843017755,0.0219879178001144,0.1477130220444069
57,0.1952635096636627,-0.051036921272465,-0.2394481882400691
58,0.2312562123829708,-0.2168892752138121,0.0143683744297392
59,-0.2334817364705134,-0.1984099846503207,0.040693349108882
60,0.1363736309367269,-0.2624064864779358,0.0092336118998515
61,-0.0597336484947903,0.1021411218867293,0.2711779126498674
62,-0.1853976075495693,-0.3276224337487523,0.0305002649570615
63,0.1269936703404089,-0.1637869418822898,0.2440038609988833
64,0.3006338082292755,-0.024649561794746,0.0601666948923194
65,0.254354419945497,0.1875509814038332,0.0289235444173508
66,-0.2496701174384316,0.1509441657233459,0.1024643344071447
67,-0.121522635975516,0.1286468777814934,0.2944792535744574
68,0.2141843297121883,-0.1090828368081586,0.1742693930175155
69,-0.1784883396477966,-0.0366735296321098,-0.1747889318007381
70,-0.1552954689621213,-0.1529575569728009,0.2400878141073536
71,-0.3531583587857385,-0.0081290228167981,-0.0083210806720508
72,-0.2309709260346445,0.1042234212021218,0.0388887689129385
73,0.1040947520599208,-0.2467353354678145,0.1433173267134495
74,-0.1193037040402877,-0.0065160667834394,0.2842961443425127
75,-0.1234894775643143,0.2240488194596573,-0.0018203493806277
76,-0.2195226588345135,-0.0814180880639499,-0.2081283757484118
77,-0.0622837220422472,0.1188555450407248,-0.2568680318417519
78,-0.1536649834063956,-0.2073052056109862,0.1977852049251296
79,-0.1880261072580994,-0.2121403904745498,-0.0010049262780545
80,0.2411611233948435,0.0716680686101726,0.1006223667257697
81,-0.2215452906308635,0.2647470790882231,-0.2551264964403316
82,-0.1476513954223676,0.0309039480787318,0.2671951951386664
83,-0.1435442860983752,-0.1112645669270112,0.2375715457238117
84,-0.1337856469497844,0.0305718321052272,-0.2668890046547945
85,-0.2358490121320149,-0.1700956535822094,0.1046809144980705
86,0.1495414183799992,-0.0563993501726933,0.2590856280692659
87,0.0528083256513131,-0.119576976401666,-0.2817641467294112
88,0.1867494045037494,-0.2213764498233197,0.0753991293942754
89,0.1277336164988268,-0.0069603898177635,-0.2735446810116875
90,-0.482835420599963,-0.2448426861998341,-0.0441363205350209
91,-0.2363279845824654,0.0630657327628402,0.1425863594635627
