Event,Vx,Vy,Vz
0,0.3011315300721956,-8.527496165418445e-05,-0.0616671471062905
1,-0.2313877843061561,-0.015211435332398,0.2183328919294387
2,-0.0511537964505082,-0.2997216795672722,-0.0943498501961202
11,0.1873539073713729,-0.1397835766892627,0.1912296582876827
12,0.2653735175995688,0.0591441263043946,-0.0757395068318788
13,0.1643605998223616,-0.2420630312128857,-0.2789284673239499
23,-0.0484703906614879,0.1541814836537066,-0.2501781127792532
34,0.3922373173810348,-0.0694247251627186,-0.0341613594767578
36,0.0938276259605121,0.2859715233772847,0.1463781788331059
37,-0.1773968451373862,0.0372902429990823,0.2573120923293316
38,0.1250969766969792,0.1927476847061288,0.1907228849865885
39,0.2520842617290951,-0.0118766807472915,0.1657461973651254
41,-0.0423399311536623,-0.1746010844540369,0.2408067898944517
42,0.0203111157745237,0.214351370398186,0.2197160397363995
43,-0.314929599803009,-0.1247138440428678,-0.0690392108403498
46,-0.1035721652143547,-0.0822312658968986,-0.267335588062529
47,0.0692732684050468,0.1795908148051075,0.2501302050711803
48,-0.1216915918206509,0.2227280674408068,-0.1385672845393911
52,-0.1507028265913414,-0.1764529297346826,-0.2225568740247761
53,0.1844672970524672,0.1799103440128971,0.1118440144998793
54,-0.0109775564526761,-0.2774772487653625,0.1303335525089506
55,0.1585632566075629,0.0756803816399921,0.2356381140868546
57,0.0002904250946869,0.1916799124823664,-0.1501476013821945
58,0.2040079086633463,-0.2050799900130821,0.123355323593628
61,0.163840431921329,0.1012224685505479,0.2091343097487853
62,0.1215015410373369,0.0226969852493871,0.2935978322706585
63,0.0326297111248093,0.315567277729861,-0.076113930913284
64,-0.1676472881812955,0.0503508325306853,0.2914300671525382
65,0.1368805803334843,-0.0111229504597054,0.2785884938490093
66,0.048803934913858,0.1571241581430526,0.2987711221376045
69,0.0448578194655312,-0.3162393734682386,0.0386217933850495
71,0.1119060763815805,0.2712578859052227,-0.0959687876352552
72,-0.0831494127536016,-0.2823176681577471,-0.0271312343284325
73,-0.0599479748893888,-0.1287085358127103,-0.2372656729400083
74,0.0874866063180486,-0.3073410263377936,-0.0018263462661326
75,0.2224322606183432,0.1131868220530972,-0.164984574247323
79,-0.1268384205845269,0.142199424446012,0.3071781957925609
81,0.1465825764985329,0.2710217369608176,0.0021862654132318
84,0.297495604766918,-0.0107890393338952,0.0759228593210257
87,0.1635800723499449,-0.1984916843132237,-0.1888309490689042
88,0.0838087785930239,-0.0608997523190413,-0.2261304783320889
90,-0.0187178842788038,0.1817228195868393,-0.2220953647032733
91,-0.1749049961683035,0.0329053965249848,0.2721058357041323
92,-0.1219146718812915,-0.0850601642466695,0.2658148670156796
96,-0.0152136327455714,0.2773466770163759,-0.1248082917796327
97,0.2925855277294802,-0.0198282639562284,0.018919901144871
98,0.0063171207379991,0.3247503596530722,-0.077424116661931
99,-0.2442598800679896,0.0433808151893358,-0.1433991791207802
100,-0.2850192333076771,-0.1318510227442128,-0.0588664026252943
