Event,Vx,Vy,Vz
0,0.2886676923392172,0.0678512940399243,0.0532132167049764
1,-0.2378399077502794,-0.3295767026254639,-0.0868549181159311
2,-0.2379098897612954,-0.155715565099385,0.0728275164668033
3,-0.2870369916491933,0.1300716651879307,-0.0304274422467293
4,0.0539665731646477,-0.2379858363676471,0.2382687161261516
5,0.2531348842458034,-0.1087255840047289,-0.0823205392864549
6,-0.2545295710332073,0.0694224352239276,0.1567502002914955
7,0.2070937274394032,0.1910717713361391,0.1207488289921425
8,-0.0909874689706176,0.1165334746300518,-0.2822641994308694
9,-0.1676161797159082,-0.2162687380492274,-0.2742933483841793
10,-0.0629218993809151,-0.2392003599280618,-0.1608364205369248
11,0.1931691009483148,0.1609049561703836,0.1655972372361117
12,0.0297840940262914,0.295600494291331,0.0798433399287263
13,-0.2074588793405478,-0.3273673137548047,-0.1693667176131544
14,0.2783179710871617,0.1524275748153749,0.0468974836092599
15,-0.0990772445111799,-0.1980098506081065,0.1975311785810729
16,0.1075221305753635,-0.3708808925348398,0.1369182192392896
17,-0.0756599793469653,-0.2932776870447041,0.0203787067137002
18,0.1904477498661083,-0.1600460395938204,-0.1689771940407141
19,0.2906264510384315,-0.0541294945671197,-0.1035753586952976
20,0.0905930399171223,0.264543804931905,0.0474504658500544
21,0.2944098729807718,-0.0331876103506314,-0.0441079504804267
22,-0.2601301107207034,-0.1447211913127782,0.1821506246179116
23,0.2854602197455129,0.097897137458261,-0.3603884733873387
24,-0.1421603460203902,-0.0166747881956837,0.2759301672216399
25,-0.0189157623051698,-0.2766010535646392,-0.0608619693741268
26,-0.2682435351081755,0.1047250710339672,-0.0806850504223028
27,-0.2847442493181795,-0.1406037761149869,0.0271829623444514
28,-0.1394278324448702,-0.2809919560495749,-0.1171180154165736
29,-0.280283047241954,-0.1292164092400928,-0.0182426116177481
30,0.0075979415495973,-0.2467019475090371,0.2324406467014775
31,-0.0070305308851593,-0.2786388863269255,-0.1370240950854326
32,0.168031489377308,-0.2079486819698061,-0.1493319459680968
33,-0.1465862956403053,0.2631382557892157,0.0478145841648454
34,-0.1095224482714724,0.1914842119137556,0.0668394846918256
35,-0.2928112750467955,-0.0240821285021877,0.0388474866030309
