Event,Angle (rad)
0.0,1.5279911901176806
1.0,1.5943848706165822
3.0,1.822991150757686
10.0,1.0787411478306888
14.0,2.3386869963503485
15.0,0.9899936277507086
16.0,1.0651670868509857
22.0,0.7088699122610871
26.0,1.9280899359068353
28.0,2.378677748297563
33.0,2.041065904514269
34.0,1.6145289360167727
40.0,0.7432695748207777
43.0,1.6659933453339777
44.0,1.9264864228017418
47.0,1.2667995588841634
48.0,1.7641038478737328
49.0,1.9564439009618033
50.0,0.7898066932150197
51.0,1.4126485561589412
54.0,1.5254866969004959
55.0,0.4859077753383007
56.0,0.6225005516465764
57.0,1.371772559774383
60.0,2.3145128572737956
61.0,1.867093575067718
63.0,0.37549280986801314
67.0,1.7220488328132193
70.0,2.6308089847517486
71.0,0.8656089506199616
72.0,1.7588121975115594
73.0,1.0473814036203668
75.0,1.1335419935820947
76.0,2.2572867317374063
81.0,1.052757472644897
82.0,2.4986652032533514
84.0,1.5651597269821047
85.0,1.856890860428316
88.0,1.5595942921402155
89.0,0.556390821672546
90.0,2.1101103474334844
92.0,1.2672360900507522
93.0,1.94716491274043
94.0,1.2646482023062848
95.0,0.7708859516231461
96.0,0.3691612349857883
99.0,0.8068271908250496
100.0,0.9107432874953604
102.0,1.067520164610136
103.0,2.453989861419373
105.0,1.5228069277083616
108.0,1.414254125497628
109.0,0.7717972669404674
112.0,2.091606569726683
116.0,2.620776755015853
118.0,2.4791410306472565
119.0,2.577958745935086
123.0,2.9215418035044656
124.0,0.1479863591560072
125.0,1.6485463525042625
126.0,1.3265331401708216
127.0,1.1107318384861222
128.0,0.14330162609288075
135.0,2.4980664513510824
136.0,0.830423027096537
137.0,2.3451780098495
139.0,2.6417186919833267
141.0,1.283993775162828
145.0,2.300981304133524
147.0,2.77684510188626
149.0,2.1502522896579523
153.0,1.472839167754201
154.0,1.00894158876043
158.0,1.7618638593020077
160.0,1.7880869493011315
161.0,2.100418114780773
167.0,1.3506214349160808
168.0,0.5380743959483634
171.0,1.4616619636452566
173.0,0.846014998116184
174.0,1.7301674864892391
176.0,2.1007634738731134
177.0,0.13556148235414556
179.0,1.4912725582822328
182.0,1.8482687049636648
186.0,0.5857616253606479
193.0,2.1168603148120293
194.0,1.124521265271706
197.0,0.5729957491039891
200.0,1.3643957736389172
202.0,1.802950995099043
208.0,2.2785022102008665
209.0,0.7770844701148208
211.0,1.1910961552163162
213.0,2.478334260871057
214.0,0.38425955949937474
216.0,0.9812546330739159
218.0,1.195312577237672
221.0,0.6944457851661294
223.0,1.3042884599726445
224.0,1.6519812535609788
229.0,1.6161642414513029
230.0,0.6369635896087207
232.0,1.7679499329922206
233.0,0.42074293326165096
236.0,0.3526201637221422
238.0,1.0066051341825064
240.0,1.4362302125941055
244.0,2.59351273530749
245.0,1.8821763357305106
246.0,2.876135718726766
248.0,1.9670071581364674
249.0,0.6344515872176233
253.0,1.9127938084789002
254.0,2.465142062696408
255.0,1.7554201329569976
256.0,0.05434525564202401
257.0,0.374181571090515
258.0,1.0551139673526966
259.0,1.0876827564243194
260.0,2.259254682833644
263.0,0.7434469638668051
264.0,2.4177263684138115
265.0,1.6420154613208426
267.0,1.1767955039218259
271.0,2.3387654088887135
278.0,2.3493074067811954
280.0,1.5914171018604006
282.0,0.21593396681471136
284.0,0.526764383567665
286.0,1.3242045556338626
288.0,2.4223784527439074
292.0,1.6934272903775587
294.0,0.993336177958808
295.0,1.252337831599909
298.0,2.461584440718576
299.0,1.3992741463028484
300.0,1.6799958662062355
302.0,1.1710759998212688
307.0,2.586059399542836
308.0,0.10567744357582355
310.0,2.0150663820845773
312.0,1.905231828657828
313.0,2.5935062579130155
315.0,1.3133654820536504
317.0,2.568352915549145
318.0,0.9862821623044264
321.0,1.5267557255168267
324.0,2.3648231752125373
326.0,0.5559203971823306
328.0,0.7654507141436113
331.0,1.2050863558182514
332.0,0.9182478093472026
333.0,0.6289991033000665
338.0,0.12170517218607477
339.0,1.5477080700513015
340.0,1.7798299567616847
342.0,0.513425709434037
343.0,2.4102974359430487
345.0,2.2961469482957413
347.0,2.5040369507213818
350.0,1.0545260017419429
351.0,1.7619695405515312
353.0,2.2329455911294303
355.0,2.462882794234094
356.0,1.5220110245600145
358.0,2.230462672258401
359.0,0.6665370426506091
360.0,1.7672289340864347
365.0,1.0189757140680764
367.0,0.9647892849901275
370.0,1.4350495848608826
372.0,0.7970440895134955
373.0,2.068028978943326
374.0,2.7784226300575945
375.0,2.1717769760976084
377.0,2.6290095205035873
384.0,2.418724351086641
385.0,0.9547263904112661
387.0,2.1022023768684908
389.0,1.9729463607935196
396.0,1.7642694908297005
397.0,1.1282563129157537
398.0,1.6598956258627688
399.0,0.828425015399302
401.0,0.3559258152123752
402.0,2.419217102966495
405.0,2.6383617567014643
409.0,0.2570450376638868
410.0,0.8423160555902963
411.0,0.2918402394552892
412.0,2.286513957327371
416.0,1.5881684801032085
417.0,3.0399081021156715
423.0,2.48314426459095
424.0,1.469226870770728
425.0,2.4150497019773236
427.0,2.168553441483842
429.0,1.283761602614634
432.0,1.623813763160202
433.0,1.7861063948339353
435.0,1.938669381740425
436.0,1.262340302714094
439.0,1.5175820402660694
440.0,2.681231083996825
447.0,2.057119710613421
448.0,2.2943851109458016
452.0,0.488974500275793
