Event,Angle (degrees)
0.0,121.17382416417082
1.0,141.26081201927224
2.0,125.35925287478952
8.0,38.059210603059746
11.0,4.171085846023968
12.0,89.59033424222734
13.0,50.59459435656077
18.0,143.32197392665535
19.0,162.3574229626927
23.0,153.76595714848008
25.0,36.27257718405809
30.0,25.35494288641186
37.0,112.29638598494678
38.0,55.55368733666495
39.0,131.553297982513
42.0,111.51542508263057
43.0,143.13292009338423
44.0,89.37878745928785
46.0,135.75834006480451
47.0,141.40694030260934
48.0,149.9922206588346
49.0,123.92908078187958
50.0,91.24411908001993
51.0,85.76753966321043
52.0,173.59129353740255
54.0,109.15807106842738
55.0,96.21475850250064
57.0,148.130356426736
61.0,52.805350081684665
64.0,128.66105777225718
65.0,78.58197767014042
66.0,139.8742288607087
68.0,144.8804849821812
69.0,16.89250453848774
72.0,48.44583355771072
73.0,133.40783634241257
75.0,109.21288816073483
77.0,99.06438989271433
80.0,10.207294418506283
81.0,131.34296486010626
82.0,45.99916558206244
83.0,21.447496955852724
84.0,104.5495712525018
85.0,32.392224605671494
86.0,165.92437117420127
89.0,62.83116531520361
90.0,112.17430770134072
92.0,53.72936086421942
94.0,97.22317073984132
97.0,100.54649333049724
98.0,45.91432756185883
99.0,141.4278651693138
101.0,87.77791872871289
106.0,62.01016370741839
107.0,82.50569911981653
111.0,44.03075835034975
112.0,43.96534058902287
113.0,38.57592147584871
114.0,111.68950980168385
115.0,121.58386296175361
116.0,72.94315979971387
119.0,71.41804322247624
120.0,82.75398992619472
124.0,79.35086391730553
129.0,160.5825986308844
132.0,36.288532955969536
135.0,36.96029005053664
136.0,99.37520464637215
140.0,66.88920951674864
142.0,84.27685042306665
145.0,43.00513473210384
146.0,128.50340990636516
147.0,71.50412565148149
152.0,137.10914029741332
153.0,102.75459695920794
155.0,178.14515613390344
157.0,103.27325543171933
158.0,4.734682607314841
160.0,87.84037764393015
164.0,99.65503752609692
166.0,74.29804917839999
167.0,43.06539323743725
168.0,120.85194032360707
174.0,86.27365823398692
175.0,75.75595899022072
179.0,110.33490539508628
181.0,125.31517655059783
187.0,126.10743365875081
188.0,96.79341593478708
189.0,93.36943012119994
191.0,86.22004073423766
192.0,125.99505025148058
194.0,18.192831920484835
196.0,117.41499341911276
199.0,121.27662908190871
200.0,72.54199611354527
201.0,10.89076880965007
202.0,67.73333542087572
207.0,140.2070403756992
209.0,64.59024986938847
210.0,40.46821253971362
213.0,130.3075450057766
216.0,53.4796325166206
220.0,118.10194053625614
222.0,91.12934450436745
223.0,65.7887735568322
224.0,52.145885797404475
225.0,124.48696884154005
228.0,146.60618166795362
229.0,156.8751044836973
230.0,67.36687063058193
231.0,41.518332028417554
232.0,44.38055348333728
233.0,135.64531797333376
234.0,100.55096821335134
235.0,132.78547851765168
236.0,44.90524278323502
238.0,25.874974368789466
239.0,48.736445422067725
240.0,139.6656398681628
242.0,124.00065271323886
245.0,156.15658150374273
247.0,90.28709854195644
253.0,66.11422161461344
255.0,104.56698978355529
256.0,105.00360885767847
258.0,136.37256013900955
259.0,43.307672579226356
260.0,108.04527021198406
261.0,147.99561865102766
265.0,88.15587601114397
267.0,108.15082499036735
270.0,100.92822330367994
271.0,26.973845252712405
273.0,112.73255198712951
279.0,117.02104146653843
280.0,79.23112115046398
281.0,61.97861635637209
283.0,124.05139647571212
284.0,86.50499326997503
286.0,33.407753107730116
288.0,138.60020459272698
289.0,104.62692815429557
292.0,105.69803050891305
295.0,133.6546893594408
299.0,56.16748361802895
301.0,105.08229054556708
303.0,60.09673424749087
304.0,111.98792982360389
309.0,65.17267902721458
310.0,132.90354989995754
311.0,90.5755889879659
313.0,120.2892575952915
314.0,23.431428356014038
316.0,101.7075842181458
320.0,97.10471619839588
321.0,53.980354773406724
322.0,63.470648834213414
324.0,139.00488473516137
325.0,136.40023571727303
326.0,110.01069024655682
327.0,122.517560100381
331.0,76.81855244778868
333.0,71.6703215155528
335.0,66.0181396039443
337.0,73.91893882704399
338.0,111.5222516104769
339.0,102.57516523068902
342.0,112.84250259809573
343.0,133.94249971940573
346.0,115.45803686745994
347.0,123.98889262840429
349.0,94.82629336869678
352.0,68.19636099705055
357.0,93.95437172799582
358.0,59.18213122170514
359.0,90.42919721509081
360.0,117.55217173632441
362.0,92.37852453243657
365.0,146.00317546357957
366.0,168.63277643063557
368.0,124.61618501538359
369.0,89.92956225238096
370.0,84.18764713060105
371.0,4.809524120435329
375.0,88.51306277071791
376.0,50.79066288042122
380.0,142.59943842202938
381.0,133.36674394079392
382.0,44.6455177147849
383.0,98.50417983659418
384.0,150.1431745827242
386.0,132.25734825982568
387.0,56.421754103966805
388.0,69.8458838860395
392.0,73.7492022093105
395.0,40.972682694055464
396.0,66.99046929532074
401.0,147.6816480652363
403.0,59.55291289554968
406.0,38.020852406728046
407.0,56.22988676413052
408.0,162.63419726235097
412.0,58.89911131513669
413.0,79.39506142115349
417.0,115.6263096934228
419.0,119.26410519748016
427.0,91.04566093081216
430.0,137.27998220997165
431.0,112.77524442474878
433.0,25.390099965137573
437.0,116.20731475067787
438.0,59.57934502785502
439.0,101.18579350297414
440.0,111.3699499943395
443.0,101.13292829660304
444.0,125.90581682343294
445.0,49.72421082960403
448.0,136.76086729975822
449.0,29.122654236970146
451.0,55.625600048259614
454.0,145.2431415082245
455.0,20.513903969761273
456.0,117.96559636862777
461.0,106.997216348249
468.0,111.83398588715158
470.0,96.49587730862135
476.0,121.97404998481355
477.0,65.35630449268706
481.0,141.97915299941977
484.0,39.658571022542645
486.0,156.9703580312984
487.0,63.21691633299258
490.0,131.27065096286333
491.0,99.38147165728817
492.0,105.64449923581849
496.0,121.99891695840003
498.0,35.88653852181231
499.0,110.97426497149729
502.0,105.1991103978511
504.0,95.68508753864847
505.0,111.52291225976198
507.0,38.94731699168735
509.0,105.79391481867687
511.0,103.00530743540911
512.0,115.6527162389964
513.0,82.46576400542129
516.0,103.3420568925599
517.0,113.25779619345005
519.0,79.58947512294516
520.0,86.33479229049357
521.0,141.80439765309717
522.0,55.42565123528578
523.0,79.22174108661363
525.0,83.17110913273117
527.0,57.80515225290016
528.0,93.1963645940037
529.0,54.48198181765391
532.0,46.470179630312444
