0.17172E-01 0.13733E-04 0.00000E+01 108123 0 0 5720 0.33400E+06 0.00000E+01 0.17172E-01 0.00000E+01 0.00000E+01 0
1 0.0172 7.087e-05 0.28552 0.053112 0.0172
2 0.017164 4.5333e-05 0.25883 0.052126 0.017164
3 0.017181 3.0555e-05 0.24647 0.035637 0.017181
4 0.017178 7.1299e-05 0.28762 0.045909 0.017178
5 0.017158 4.4958e-05 0.25678 0.041866 0.017158
6 0.017227 3.0712e-05 0.24707 0.036833 0.017227
7 0.017123 7.1271e-05 0.28843 0.055978 0.017123
8 0.017151 4.4807e-05 0.25602 0.042424 0.017151
9 0.01713 3.0159e-05 0.244 0.035905 0.01713
<lo_statistics>
<cumulated_time> 2.4520479999999996 </cumulated_time>
</lo_statistics>
