0.17193E-01 0.18899E-04 0.00000E+01 109338 0 0 5807 0.33800E+06 0.00000E+01 0.17193E-01 0.00000E+01 0.00000E+01 0
1 0.017321 7.4828e-05 0.30104 0.078433 0.017321
2 0.017172 4.4562e-05 0.25575 0.04459 0.017172
3 0.017137 2.9866e-05 0.24288 0.037802 0.017137
4 0.017289 7.3124e-05 0.29473 0.054874 0.017289
5 0.017147 4.4782e-05 0.25737 0.044346 0.017147
6 0.017245 3.0309e-05 0.24495 0.035821 0.017245
7 0.017144 7.2569e-05 0.29496 0.05987 0.017144
8 0.017196 4.5014e-05 0.25797 0.041835 0.017196
9 0.017199 3.0627e-05 0.24819 0.038657 0.017199
<lo_statistics>
<cumulated_time> 2.29542 </cumulated_time>
</lo_statistics>
