Event,Vx,Vy,Vz
0,-0.2150183919305927,-0.9765083019559144,0.0140917540755487
1,-0.3217151313561467,-0.937297021088066,-0.1340658338834486
3,-0.2441910480482297,-0.6546962233986644,-0.7153626046366373
10,-0.2836244466584587,0.3310468272992703,0.8999807143209747
14,0.3571199726470163,0.2330451145151504,-0.9045193958750924
15,-0.319797076989486,0.167565476917767,-0.9325511932021971
16,0.7044676773677495,-0.049550617479404,-0.7080042369644646
22,-0.1127289093385067,0.5575504705548839,0.8224533708628016
26,-0.6393753605151241,0.7002604685867458,-0.3175442631935368
28,-0.3811838946901751,0.8690972544993038,-0.3152281849547771
33,-0.2084095090578266,0.826875220527893,0.5223435384751629
34,0.788605425084062,-0.6134371105391255,-0.0423814674791996
40,-0.1186177504233647,0.958912597248855,-0.2577139808374485
43,-0.679048480539506,-0.1746307597764918,-0.7130198528840755
44,-0.466996664403549,0.4613536090056025,-0.7543653649268149
47,0.809750606292211,-0.5627185724429675,0.1662882095756356
48,-0.7196913389331097,0.2851581569932802,0.6330316029007277
49,-0.1140724605013226,0.9261900960819006,0.3593875005152689
50,-0.2357486106103083,0.1409854082763348,-0.9615329738163918
51,0.1651222184268275,-0.926619258889258,0.3378037346145605
54,0.3095989641490123,0.8686549208821243,-0.3867648904448153
55,-0.4855871765807504,-0.8255341747164875,-0.2875734405713583
56,0.0549066824808184,-0.8175991373729576,0.5731639612159163
57,-0.6004964699491918,-0.5779591078841532,-0.5526004551912942
60,-0.624150996606342,0.7809984425544327,-0.0218372076821122
61,0.0121641390065931,-0.998104654697987,-0.0603254013339401
63,0.0676787387934192,-0.95718526510706,0.2814529712173525
67,-0.9027763507960932,-0.0024930977823098,-0.4301030619884612
70,-0.2347170409871474,-0.958171007737146,0.1637566664593486
71,-0.658415387370374,0.6260605929673501,-0.4177765651461075
72,-0.8307691329393401,0.1153123835374731,0.5445418173763388
73,0.3106343774460129,0.533186898566983,-0.7869040698213333
75,0.4960645714234347,-0.730120728810961,0.4699401060649537
76,-0.172092633607413,-0.4596589354095573,0.8712621415926599
81,0.9835755932619192,-0.0748577151674751,-0.1642416256416311
82,0.2520936675456167,0.6317009868587757,0.7330774094260101
84,-0.960539280999045,0.1112985196423116,0.2549058839858272
85,0.1944007756761858,0.1341157977584198,-0.9717104858523928
88,-0.1431582537705111,-0.831617185133325,-0.5365804096136336
89,0.2656085322224658,0.4328675574765616,-0.8614394149179542
90,0.2573719002688824,0.5425184256564158,0.7996458430754714
92,-0.1976271625517054,0.4482880802172873,0.871769102262783
93,-0.5301229070616127,-0.8463329804390282,-0.0518667301600126
94,0.6497839356970615,-0.0811658786148924,0.75577307834576
95,-0.4466686981361562,-0.5205048696162162,-0.7277099375841498
96,0.5813728508499747,-0.0411432178916016,0.812596299916064
99,0.8697399224510047,-0.1066197134193778,0.4818554700955441
100,0.0801537200380848,0.9784092668222608,0.19050117379436
102,0.3261874782519396,0.8955904018216565,0.3025221060922067
103,0.6328287476239525,0.1748420038684403,0.7542931926494559
105,-0.6591758929190895,-0.7519886216634475,-0.0005490137893149
108,0.5978803793361928,0.5028638758290608,0.6242331402366279
109,-0.0425781815050084,-0.8349531885796546,0.5486712905976965
112,0.0826318435864641,0.1999289320667919,0.97631977377823
116,0.3777227598505685,0.9014433547443058,-0.2114837111761478
118,0.7427660827478382,0.6690494200074336,0.025916550402343
119,0.4280262672743185,0.9002929164241411,0.0791593224951179
123,-0.9872464175813982,0.0833104364742523,-0.1356611400703503
124,-0.1337199586092365,-0.3837306258183215,-0.9137120966976684
125,0.8425171264156256,0.3831098080169756,-0.3786711355257013
126,-0.4432081419822566,-0.651600091822736,-0.6156165898235462
127,-0.5574508803383224,-0.4652326611868241,0.6876096486161251
128,-0.6960808773286855,-0.122101137040495,-0.7075046145088297
135,-0.5934398113864466,0.6612078340098576,-0.4589481444580423
136,0.1112001109721244,-0.0291567608317533,-0.9933702602825256
137,-0.97441277605789,0.2029473797016082,0.0966027041899248
139,-0.6242184474492701,-0.6706038701592316,-0.4008015284540807
141,0.0548729215422049,0.9020490034607084,0.4281317337633402
145,-0.1829108383238118,0.6212304170367787,-0.7619818792408058
147,-0.0146322357859435,0.9728338370630676,-0.2310417485050521
149,0.3550295992261477,-0.895624339695149,-0.2679758303264613
153,-0.440503748839496,0.6037064491026597,-0.6644509171889611
154,0.1585581414370381,-0.9481275889496812,0.2755237317547389
158,0.5580468789025098,-0.8243573289094545,0.0949656782074611
160,-0.3963228492127933,-0.725393676927315,-0.5627896224393606
161,0.8235879420555368,0.1678124840308213,0.5417949683995686
167,-0.1275093141859667,-0.1043959375346569,0.9863280203448314
168,-0.8872023935792404,-0.4015711276299455,0.2271839222016969
171,-0.4667977694752998,0.648663199364995,0.6011121979578359
173,0.9578662256544952,0.0036607965787513,-0.2871914120574177
174,-0.6516735161307272,0.0842942672691644,0.753801098706234
176,0.6066142918371425,0.772780521143347,0.1866259784186752
177,0.9888411453542468,0.0848650299411331,0.1224383086432365
179,0.5955937972806641,0.7466306381063313,0.2963286352359457
182,0.1923143344211888,-0.7216015647089948,-0.6650611018598676
186,0.2503657466207567,0.8356250852737671,-0.4889249895901203
193,0.3388759907134093,-0.0583088909565909,-0.9390223859364286
194,-0.9646813725482836,0.2632133002461847,-0.0104147671434978
197,-0.5269639818354042,-0.4252918181735199,0.7358232211517003
200,-0.1176427908489812,-0.674392879640836,-0.7289406151380101
202,-0.0852583811678183,-0.921571160848463,-0.3787316066613698
208,0.5423472948824729,-0.5572669429009179,0.6287391552217966
209,0.7698765374736922,-0.6068154665868023,0.1976490531855748
211,0.6245797330108659,-0.2025377631728176,0.7542404689454116
213,-0.8869024766937422,0.2119824808370547,-0.4104477972855502
214,0.4476506918344098,0.8063140839959795,0.3866088815088322
216,-0.9224339179524934,-0.0692716766406078,0.3798909329019214
218,0.7223321193518238,0.1843158968852612,0.6665313059005578
221,-0.3828868696849019,-0.9204960055236326,0.0780046402925674
223,0.1949567353348357,-0.1295790527581505,-0.9722145410609234
224,-0.4331113101200708,0.901303127180241,0.0081994368213695
229,0.898254310840186,-0.3491652171214178,-0.2668761036179077
230,0.2799876485710893,0.8211759817558177,-0.4972694041098236
232,0.0961959166127303,0.7050464655907058,0.7026063901506197
233,0.7884517650511997,-0.5617098804339793,-0.2506505671710604
236,0.9192130683546336,0.2677341944825194,-0.2887308800072849
238,0.6669666039888634,-0.6947152813558699,-0.2693068711060798
240,-0.4806677886278037,-0.0464522857458876,-0.8756715499596265
244,-0.8609188508476916,-0.0483802298347488,-0.506436656499374
245,-0.1196657475012323,-0.8725340061938992,0.4736714096638339
246,0.7613583229554445,0.3467351113039437,0.547821374798788
248,0.2181696328561931,-0.6829096651674644,0.6971632204200999
249,-0.8726558639474795,-0.4848201943245999,0.0584900373882729
253,0.9188615105468748,0.2020221374356512,-0.3389401888809596
254,-0.8957897502686631,0.1693107549389331,0.4109679179995411
255,-0.045352966934266,-0.053857207834715,-0.99751820746589
256,0.220212274885892,-0.7491439170008274,-0.6247319102690463
257,-0.2884596554400281,0.8491973331673839,-0.4423288666671869
258,0.7482443697969623,-0.3198137482268189,0.5812482931062124
259,0.4155255295295502,0.8867851222796317,-0.202362500048934
260,-0.1425530942274261,0.89572402652782,-0.4211380089618047
263,-0.4790313840436836,0.1540901557440423,-0.8641673032198963
264,0.3493820877629488,0.4623927611456137,0.8149386548453649
265,-0.7295958798848828,0.6700619894201989,-0.1367729134331031
267,-0.8078923274286263,-0.4206208458963242,0.412780965962936
271,-0.0467432665658001,-0.7863610480017905,-0.6159961621040732
278,0.9258583850424008,0.0870912135718706,-0.367697253907165
280,0.1548479557412113,0.3005726969686818,-0.9411047212662133
282,0.2501622525633582,0.961137099334268,0.1167661823199485
284,0.4648361644847008,0.818983491425844,-0.3364421212144693
286,0.9606338239875394,-0.0313523909011491,0.2760425793988436
288,0.9204856174408134,0.3736702711913814,-0.1143539084492197
292,0.8642772337151217,-0.3680799498646153,0.3428440996730897
294,0.1440290812712919,0.9894640238255884,-0.0147149734212294
295,0.2016751145294516,-0.9715348731434492,0.1242869360327528
298,-0.7395626201024427,-0.6120371643843122,-0.2801031378721987
299,0.0806960918394204,-0.6062568848616342,-0.7911641207502972
300,-0.5607529835884384,0.8220199884061434,-0.0991930748288604
302,-0.7390462483182976,0.0866370661053694,0.668060367547867
307,0.9994350107775504,-0.0209925471108892,0.0262456471709764
308,-0.3480537608415356,-0.9335788458689976,0.0853758048932826
310,-0.0597510783618216,-0.4156072303649988,0.907579421212994
312,-0.6765815986257734,-0.508418589907811,0.5326798590227874
313,-0.0565388968716314,-0.5022347680617963,0.8628809820823238
315,0.7391263614656236,0.6732022925237536,0.0221569556997254
317,-0.3269920378248126,-0.6294764647620621,-0.7048655407793366
318,-0.1699659871697119,-0.8155108751201892,-0.5532210271778357
321,-0.8437362767803025,0.4367107871253547,0.312078006180549
324,-0.7690074311718927,-0.3845145983970864,-0.5106624462822461
326,0.0292246700994365,-0.6528574035725377,-0.756916764463173
328,0.9074467367103872,0.1900852275316663,0.3747107322988084
331,-0.2617411381562335,-0.6504496015666522,0.7130265710647992
332,0.4579018350332721,-0.4010497882846815,0.7934009414795911
333,-0.5136842661323052,0.3986220862145576,-0.7597557980722351
338,-0.4120431782914007,0.4614373789969688,-0.7856818822805488
339,0.9344431151174284,-0.3061997795004682,0.1818181523689737
340,-0.4135260896510649,-0.5307919377153913,-0.7397675851322041
342,0.6950868405277598,-0.1492610896710216,-0.7032606138898719
343,-0.0343011300956309,0.7967118642083334,-0.6033851586982614
345,-0.3438557135714238,0.9370966765943944,-0.0601072168885573
347,-0.0411923392651966,-0.9886695021739598,-0.144346443347771
350,0.8855908669153019,-0.037457798987891,0.4629531474604904
351,0.7414614962947678,-0.1421202292167589,-0.655771870663883
353,-0.0639925379506521,-0.5534058269599071,-0.8304499357504678
355,0.9019589493845857,0.3932657623370861,0.1783595532508677
