Event,Angle_Z_l+,Angle_Z_l-
399,43.762487331682514,99.52831374951039
400,90.09131318500462,56.91505910037398
401,69.79254614206005,73.91228171374071
402,52.64986017228937,96.68313964581988
403,166.4389489145528,7.2209517432044885
404,127.17720441083442,28.815972628575384
405,38.58641808724015,116.13255664536382
406,120.75855174066201,26.928074679207693
407,33.03898391174314,121.0520202067586
408,22.52821060905659,136.58859128000995
409,51.275137002647355,87.10500327176017
410,93.42344121305112,60.59276505779675
411,111.96392587594323,17.177861212507178
412,13.326345757878476,154.77024247745072
413,29.495106194343307,127.07842981329318
414,40.54100400233355,105.11465401601546
415,33.72504695580641,128.32251171860372
416,162.5807095132008,11.306943637912859
417,151.398160512654,7.359749732518485
418,2.0436060166468155,176.26612656365248
419,129.25346036172428,25.846972932585317
420,32.69278764817834,122.0789115732178
421,16.945506484692533,148.66987349573645
422,103.63781824612943,45.47802142651995
423,115.74818785526391,36.90787783564757
424,33.450231162305904,120.8434601359391
425,133.42809669260657,25.84960628364584
426,14.027505464174732,154.6328974618543
427,31.96788694750404,124.24497150117918
428,96.57648961115356,50.59752726434126
429,6.2502419093567,168.232387173904
430,42.97402695650727,105.84151368401254
431,33.70421049735322,117.0430805378483
432,48.8233993790639,98.14719392306769
433,85.18483264927629,56.73023082635344
434,15.878678705243791,149.06257197617916
435,37.210303186074206,113.56728834766773
436,149.6317467542535,15.177291123983496
437,27.869768971688647,130.0230625133486
438,7.157476654498433,166.61711151595884
439,76.91336928787254,62.529582230844895
440,136.2912202073184,29.16419443065492
441,159.51498015310733,11.357950255565973
442,98.68708016290655,50.84554205406838
443,37.0916760763054,97.88712112065232
444,30.3301048842079,125.55736457275417
445,53.136607416171536,96.62477225325361
446,112.88907681072612,39.033381387940096
447,94.4118802050954,56.56844754892225
448,126.60216044358991,31.622779458534374
449,31.012831213921235,112.9553481123812
450,59.88321028333063,87.89160072365138
451,108.6975727511656,41.6901043542739
452,90.07691865933047,54.204982876489616
453,83.81659046930073,58.8093020210001
454,83.30380809255362,61.80741011770791
455,41.95505257306688,111.17357209351556
456,155.52759285958615,12.992477662512128
457,38.46021448265091,114.08086867744503
458,82.70242322587056,48.36955199156039
459,139.95709039268027,18.263553758958114
460,36.95547628780461,113.69942134000746
461,8.824372829730766,163.88360158997898
462,57.555228653408705,86.50609909563588
463,15.059501962500867,150.80694413831628
464,36.95827499530018,115.7561347286587
465,24.69809219920374,120.30011782420011
466,66.0681558870529,78.12585036177452
467,160.80059613169476,10.332833559781264
468,135.45348054558838,26.533570255360004
469,57.05431186137259,89.84269560444213
470,108.5748197858751,43.16780993991061
471,31.779741455519883,122.77419883454975
472,58.82197756037123,86.44931745851386
473,37.790952557841905,114.22921562579477
474,111.99225786579554,39.98461390832067
475,44.47266155509041,106.91250015943265
476,169.98524138228927,4.1150125055120945
477,62.046050804484096,82.29792231876439
478,62.92083349468568,80.09001606267258
479,103.75819719351371,45.21433458876413
480,164.17432643131414,8.289959380609549
481,102.02819737138087,45.53331211721391
482,57.92503563677148,84.56753090162238
483,95.03130733759993,49.91879281999821
484,149.55638180081078,16.48620736337855
485,109.27821256023665,41.06594283281952
486,22.106690874316655,137.30636538239048
487,149.6574054005937,16.466378087347643
488,32.405251380496516,124.36054768423247
489,140.14798085975838,21.896498527329424
490,89.56310440256766,55.90061998285572
491,15.794970453741628,151.39248038292772
492,116.68100768138133,39.17818248643721
493,62.71796880375572,78.77349513505162
494,109.11986419287885,40.43349911564461
495,81.61417342955346,62.579997012927585
496,104.2450704519798,45.897809439055344
497,39.44144093636008,109.60291187252193
498,100.08794784220714,48.04262521430657
499,150.87795349634274,14.47828134542508
500,63.509545670410354,82.1468900411741
501,102.80565183704604,45.155693032171264
502,40.92721099657113,111.65611933399988
503,64.75724230695758,75.53154687346874
504,23.98243294598631,137.04887831043263
505,112.35798143969649,37.04561148465596
506,77.67277235636404,64.5713854454277
507,95.25078471536285,58.63536779122365
508,7.094412874981101,165.5723754248218
509,104.70736928104891,44.95639053307338
510,88.59827342623404,53.56840639991867
511,117.50837286847019,35.55662839084944
512,136.72093846881083,24.103331839512595
513,104.80576394873302,45.32570913916603
514,92.40550534148748,57.3123362103962
515,144.1138078197774,19.647952422000436
516,35.175479803537556,117.57461168370273
517,28.331394202949195,121.48826915937238
518,31.620283654429606,103.31498057023725
519,33.835970371256295,88.4161437008481
520,61.499715640597664,82.11696103431102
521,59.43169985028525,87.64210089366273
522,40.24577442304726,111.43522140658916
523,123.93903189588222,32.44252713702286
524,90.54546759320785,56.3387568084435
525,136.48508897771362,23.190491380332
526,28.091102541279408,114.77512080744755
527,132.34614124666064,26.208223692574684
528,70.65558072020951,73.56027863819875
529,81.01435695889494,65.01218352302394
530,44.34997082254673,104.00443942625718
531,80.91983096614227,64.45326107945628
532,27.10942760841413,123.5777526059597
533,44.09403551929046,107.16040032219588
534,128.6818578184698,16.782131588536462
535,57.210201598924826,91.99748387203744
536,65.97289795878108,79.92203028517768
537,75.96753027612094,67.61666285852685
538,133.7776949403845,25.679471241612706
539,45.84273164154526,101.96976925870338
540,95.07604645427513,46.5586468573075
541,74.15595686249692,57.69749495246823
542,44.68517872261795,105.28091825454246
543,43.43295385406032,89.42593304630516
544,52.21378907082871,94.8712274966623
545,91.32912758314791,52.29329953420136
546,35.35977296042529,118.17389578191849
547,42.77663135064724,99.75270626829705
548,100.31784090570335,49.06850695938551
549,34.2301665416011,119.55779153468397
550,36.156741597326054,117.74681540730145
551,76.01293079036141,67.55090463958669
552,93.99708684069984,53.31492656384757
553,89.8888296637886,57.206680471822764
554,73.16065060527228,67.25260766089178
555,115.30262602978071,38.69851808576761
556,56.31681174045774,90.41161937220326
557,81.67663091531817,61.09372726520937
558,86.38624184284981,57.270307105935245
559,73.99287977238207,56.090176452339975
560,39.8485597286257,108.1604106102957
561,47.81255296826334,100.87212200147565
562,48.47881835131829,99.32763586181908
563,48.3672980599733,98.89902677843929
564,,
565,88.48729095082474,57.024175511344986
566,143.7027767447981,20.144517479827662
567,44.09273043279835,106.81913546528988
568,84.42874721914987,60.59551770734657
569,49.82106415047497,77.71365008634446
570,101.51479261357146,48.391505363735284
571,68.56803775404936,76.46708369942704
572,84.01881726937556,59.614221705201494
573,64.97658924333707,74.13790122168857
574,111.71220169441523,41.12464603884591
575,90.04797023369957,54.958463770392314
576,75.35544718068302,66.55897473756316
577,157.2010127505698,13.108802117428036
578,102.99930625789621,48.370057129906534
579,155.95534042571813,12.776028602301466
580,65.74259385712078,75.70842763153452
581,107.91987274717425,41.70554404157402
582,88.88265184737728,56.92664216129378
583,42.265852574939885,97.29017919044696
584,93.79498245263959,54.63303038786097
585,149.964897258212,15.87556373178838
586,98.88873535870376,47.47326238627347
587,74.64677247401455,69.70336128003267
588,132.63515240224027,26.291570411782274
589,96.25534745418986,50.77218850741938
590,112.2876815640231,38.132696248264345
591,78.74570796670822,65.28215858949366
592,88.34161016516164,59.71497189828085
593,44.944766366457216,105.98716278185125
594,87.85299564819728,56.281384759374745
595,36.20512316623013,114.45191135012873
596,152.0678622325663,12.266957474713086
597,122.76369867538845,39.518027682192745
598,116.18149625003056,37.02490396353292
599,148.1809782924189,17.036606833944397
600,43.570290176185665,106.00109021465707
601,53.154202923923165,89.2986235130429
602,137.87264036742005,22.85265930135453
603,95.73284233953846,50.907662083282744
604,117.46092981600086,36.62033218474959
605,95.36763807807148,52.09537245444586
606,13.213994024824737,156.35678523780612
607,62.546235100487934,78.05564796260293
608,115.22498205385072,39.70916500935897
609,92.83807132520951,59.25736542440947
610,97.8448010512301,50.96473481879416
611,23.16164830640443,137.83459913777116
612,24.33508976445253,134.2295878855263
613,126.69360143680399,29.98815805077685
614,69.54769215137263,73.42779556107729
615,22.997402784806333,134.0352456565566
616,47.77091585230184,101.86067269543904
617,63.665953160600786,81.10240031540519
618,136.9939728064351,21.8409889496173
619,15.102105538582613,153.53287849248952
620,40.53105079205494,110.14004220676878
621,156.7880921438768,12.447901157251978
622,49.32347785923889,99.07798247235615
623,123.74628630075433,31.385775151009696
624,100.02314313392746,46.81938153252084
625,73.4171308526543,72.7542024238158
626,15.08991928396098,137.12875291190227
627,1.6100499034753226,176.7280837318025
628,65.5109085030041,79.21230358219034
629,50.28372551292677,87.72437433802196
630,36.15829394661548,103.59829766054865
631,30.79973639288477,124.82831354601593
632,166.08173410777582,6.957229128485649
633,38.508515022654876,102.7928109994999
634,14.085256926394267,150.8878240360063
635,147.054588365676,18.5417045508876
636,53.93893354551468,94.45176452906294
637,31.761425949209716,124.29405933836142
638,78.23411479315347,66.27566990238134
639,108.72875971019472,39.63938770509999
640,91.58287034899544,46.80829180081842
641,95.37051196398117,51.91898702262722
642,42.674370303856065,99.99634006879556
643,129.4884894487928,27.377661363555347
644,63.087176570670714,78.47520947526618
645,135.05106416504302,26.892114801178295
646,118.19472223367698,32.89814046248765
647,130.53956914604458,26.793687195824536
648,153.86508081453147,13.849471948076047
649,57.430116655244866,87.83312631688206
650,126.33228192121624,31.4376324733105
651,95.95465760192037,52.525913668746426
652,66.97279584187625,84.82350839207909
653,163.64165792020185,8.91834107160968
654,23.285580528823797,137.78805199081484
655,48.471327499389574,100.84987401312324
656,10.980080795162037,159.76689523584315
657,46.770468847633936,101.37551652831588
658,24.564248933466615,136.22607124241017
659,94.7981779046546,51.689243437564535
660,139.61362894242689,21.126667097313607
661,40.43524428884749,100.40836660534787
662,17.731105786231502,146.6965061902935
663,128.73902141777705,28.907053485804006
664,150.6606331330969,14.787307229557081
665,154.28408318918392,13.831002185482049
666,70.1875992698397,69.75405715036814
667,35.07660704179623,122.37714836121292
668,98.19911242049047,48.21940163801589
669,107.00301791646237,41.27386677103147
670,151.67518633603618,15.109002556791223
671,59.305968348308774,85.84993168531605
672,106.2584821787724,42.7193051687003
673,146.49812960314384,17.953272831890747
674,170.48037051830144,4.358957371436497
675,31.477627943375808,119.16610457126139
676,22.117344945218168,138.70686668806596
677,33.45523575269926,120.67981625260938
678,45.00712524569112,100.52161122732012
679,66.01603876539323,84.69170755871568
680,57.20467049034859,87.88884505265409
681,54.7216361673693,91.0571213940065
682,96.81059406522796,51.538867992461505
683,67.94314774380764,78.27545899379577
684,57.17316907048206,96.41197506456251
685,59.822034246645714,88.11104064989496
686,112.81178443579013,36.20458354146553
687,82.47848515279998,62.679518063287844
688,96.44613165815754,50.82209488010411
689,101.6089754658427,33.91280674346721
690,30.42368634916049,132.70821595128305
691,68.40552698847607,75.3918385203328
692,110.67836426934713,40.367568074329746
693,168.08630162545788,5.915313855638875
694,110.22424212566543,40.41233264565297
695,119.16950764328668,32.58787279799651
696,44.66435212670565,104.67983731846364
697,152.40095339137127,15.209646932456973
698,113.25685776642655,33.603457388147206
699,71.76668164952991,63.86840111647822
700,20.10775938689159,143.26997959838448
701,51.85413152549536,94.58629687110741
702,25.13160382121785,135.15453178892105
703,34.42281567619957,120.52558470265285
704,118.4060996915357,35.11086124829995
705,71.17527592337969,71.92462744671418
706,13.569635463624078,149.77665015933496
707,97.82526265341023,49.56176109114488
708,42.712069511716834,104.77610120585507
709,27.897347457023425,128.49341627870263
710,49.18750664937477,95.94426068321947
711,129.6071821876288,26.780371672995884
712,107.68825934222623,40.06986472827494
713,101.59891356034838,47.58167541350766
714,156.09674743408857,13.420917925913228
715,53.54750755446815,94.60483520461761
716,116.58402375731755,36.76959468933791
717,134.44988117810664,25.31419506401488
718,28.753892424358963,128.63726025146528
719,29.154540161843066,128.6787119325671
720,36.489276705841846,115.30856761623441
721,28.74580182246447,130.42417207993603
722,9.056066947809287,163.5043366665618
723,41.18093661744197,111.15486734640913
724,123.22143597891264,31.11442495561443
725,90.71388272242721,54.626697620479135
726,100.34805738135576,46.44109573626582
727,31.776865167243372,123.35873526689576
728,98.20652751781135,50.18237284789473
729,168.39932223334682,5.837672531847495
730,12.214088868020406,158.61759481277863
731,33.70829833262432,121.1801848477818
732,125.07630968242222,35.04338615869239
733,89.95512742574462,51.10734068936426
734,43.35378721747518,104.13338022671218
735,80.9952092857535,60.944386319626524
736,30.990800267941836,120.9589713240826
737,78.85482573202307,65.3174609028236
738,41.64491296694485,110.73567995576428
739,57.3982991764531,87.3869484103121
740,14.691166375187493,151.7323157282369
741,70.45689656702261,66.6598367531707
742,26.941282552923056,125.68916683620701
743,19.19215600047473,121.06829789771116
744,52.85373930715238,94.52096158086856
745,69.28930569438856,58.22759164245718
746,38.79835328487969,114.0781682526286
747,36.10670139410009,113.61416955878889
748,115.09606089468598,32.2461266861704
749,95.53436452805195,53.76857851233001
750,111.98089846793192,39.61941841388361
751,46.78133131909938,105.96377327664524
752,84.01938755080468,61.98993366871531
753,62.22145703113669,82.53430724529255
754,120.30827701759341,32.79568935618958
755,110.70604365447056,37.582963111305524
756,39.994318112869884,114.58450954532569
757,103.4079900133374,41.70705474285176
758,26.435091922022632,98.98475796809657
759,45.45890934167791,105.03262175879168
760,106.01169003684713,36.774327288577155
761,7.341635262939357,166.53061055267787
762,112.29470201028367,26.80934020257708
763,138.57173971248898,23.01852949294378
764,16.539001334539595,148.21809442624746
765,89.76836710324693,54.66962821334396
766,166.6309364257498,7.043995268316666
767,136.98584992442187,23.331376304876382
768,29.851082571610842,124.38977046967808
769,16.773210527620055,147.18779412250984
770,5.974668633306796,168.83718327391736
771,105.80699586147625,39.467134013255865
772,60.92315890988939,96.13082459040406
773,66.49161595761306,78.59455744952926
774,29.556134552228183,126.62179147063061
775,113.42191236014024,39.663414529076924
