,Event,Px,Py,Pz
0,2,9.721456860631342,26.84161647627357,-31.96102581923187
1,7,41.777486532014,-8.068579445696017,11.952907832719164
2,12,-26.85636699355236,-32.7015740826267,-15.525339534781676
3,42,41.354733666869954,1.542679452127559,18.854234686333378
4,52,-43.15950923714294,-2.867720298434709,-2.4407579779262685
5,57,-40.18254279636796,-1.8533934991135976,19.51416745848741
6,62,-30.22908759703857,5.528623793145533,33.54634742760339
7,132,35.895775532768496,27.35489029528188,5.566568329373869
8,157,28.060535941252027,-6.604232316145678,-35.87515201181554
9,167,29.33877889691665,11.835013200073364,27.823026731746133
10,182,-38.53425425121772,-6.129374573901729,22.57127834588457
11,187,-11.747369622397375,43.08422986613275,2.7152158957900543
12,192,6.255577747435535,-29.286359843903234,35.931110160055525
13,197,-4.748560747564968,29.41985592533712,-25.919030439477662
14,212,19.91782203063805,41.532248096816,-6.590322409920178
15,217,7.959315149035223,38.61975480039013,-21.327164846964894
16,222,10.014298364520547,36.22260150810642,25.077660702496352
17,227,23.301419596423592,-38.690323109416894,2.9138922372915195
18,237,-13.73021142570474,-30.48828122641025,31.487037437159973
19,247,-29.31393758265836,-24.6622075275658,-23.269046894592563
20,267,18.382802235734147,-40.22722526954838,-3.271089798341041
21,277,-6.665562913749449,-43.95012352282869,-11.221716683247037
22,282,14.012463831023386,9.983771655406557,-44.00200745989393
23,287,-11.699874647816577,-33.48324734580862,28.577616423143876
24,292,11.3504755973423,-40.10314728563132,18.071322853763007
25,312,-21.913199017090307,22.325233982210165,32.48112935205185
26,317,-5.622319136603368,12.090613933270337,41.85587295753929
27,327,10.714926127696568,26.508949002963117,36.42651124325966
28,332,-2.724934874963111,43.75687266025403,-13.34770643156354
29,347,30.92912210835596,20.1801690061465,27.669087716246043
30,352,-20.3426670272049,20.099551785369336,-35.26215039632657
31,362,27.5326605156837,2.993378455261684,30.583315180578698
32,367,-33.02849158278452,-19.7845058550416,-25.361020953337004
33,372,-37.13302582307176,4.509718554101197,26.745990755706504
34,377,0.9839906162311118,-36.55178866575963,-27.840928769946235
35,382,-13.039216039902934,-10.30180576105941,42.16925490038307
36,397,-43.346705123296985,12.68338585114784,-5.3396928960985885
37,402,32.01293612024889,23.13264539891038,24.413081202815285
38,412,35.06585710103303,9.29453412901801,14.9300544484212
39,422,-16.460946863162462,42.35280332284506,2.7738802457152048
40,432,10.405309217346304,42.87252362915086,9.324303298692705
41,437,14.792088582625292,1.9038126313968584,-43.4078031146254
42,452,13.490522039611092,43.09055833830568,8.386243083165466
43,472,-4.494308086325995,-22.25882389883269,-41.521475878167465
44,477,-12.583286060722706,-42.85056870833475,-0.2043455028635168
45,482,28.366737225662455,-32.64662190494079,14.75401682146038
46,507,1.416592116957279,16.690700595569115,-40.786254911596586
47,512,25.009920732190672,27.35991580366782,-24.660898091873623
48,517,-6.779848573148369,-6.630950690587525,-44.38675700563918
49,522,-44.8550666742192,1.3452748187853405,6.001928176861797
50,552,23.04986843767432,22.3153935463349,32.80912377232562
51,567,-40.33862166994315,30.082314452281377,-0.6123637470188807
52,587,-7.67758894879486,30.40551398246957,-34.03856297498378
53,597,-7.823886678943657,8.633164142255625,-37.87756000822497
54,617,30.797161217778072,-34.98863262490301,-3.118053887245586
55,622,12.121356171444212,-43.02437005062612,7.005006456149975
56,642,-5.090811010804682,7.193830882929146,-43.821384740432585
57,647,-3.0509914423484013,-31.13969126062412,33.35123690876683
58,652,-31.140292359514987,33.33446140409333,3.0872195936502878
59,682,2.86449011070792,-16.20599488589452,41.93562453613995
60,687,-14.651730470439446,-40.15427740872217,-17.768398288454836
61,697,-30.689498682614943,10.989962089245328,32.02015851778714
62,707,-3.741764461866553,-30.46330128164764,-30.92029056995535
63,712,-26.34095253373564,7.628703397192006,13.94118927345204
64,722,-12.262175827360442,43.5823392616786,-6.024051496335
65,732,33.2540753058052,-26.484067179001,3.754194035919526
66,742,30.00397653934599,20.266914893577848,30.16755955605889
67,752,35.908655191894816,9.702733003176355,-25.99421409557428
68,757,36.61144857914533,-27.318332674014208,9.208284872634245
69,762,-18.221595747923,-10.706066184369138,-42.869611721496746
70,792,-44.68909637292686,-1.5294928543830908,-6.891048602092088
71,807,-29.148303754217324,15.493543139843371,-30.93142621746164
72,822,-19.146694641539604,-17.77425238462767,43.53030049445285
73,852,-3.552639185856137,-27.749216557056695,26.7118928675722
74,857,-14.54110018564537,-42.37278452459291,9.192022573718562
75,862,-2.07096204535382,-44.97848138256016,-3.14334743964594
76,872,-11.41868026439587,45.81287410069247,1.3081248518950082
77,877,26.697731925154898,37.59972342870473,2.320701481957534
78,882,25.37676330723556,-4.600621759545121,36.76148650504072
79,892,19.43175348009718,32.106954936395454,-22.96539855508485
80,907,-9.071578980249562,-34.678454428227894,-30.59709715254153
81,912,16.70953836213977,-13.897768380828952,40.272864851361966
82,917,-43.93273059781424,10.032651336903598,-14.649867244858283
83,927,28.77546985614317,-35.78829948223141,-0.2215686735974742
84,932,-11.056679206879044,43.04335657981008,-11.708875956647194
85,952,10.041177196768054,-23.258755313580156,45.24305287728863
86,962,25.06149060316517,-37.11376778446583,2.514439032889772
87,987,5.7761237751045815,43.33778584143705,-7.171158597400583
88,997,24.368573398284894,29.838168955534474,8.329930594105177
89,1002,23.4957843208681,-0.56326425501866,28.720038339406965
90,1022,-28.999774146959385,-20.77092944112025,28.6160917317334
91,1027,-16.64876570503076,-24.329189305912102,-34.566125497817616
92,1032,-23.96958345877966,-5.435780783071772,38.063630836497936
93,1037,13.563632674444392,32.31510225375328,28.666080854272693
