,Px,Py,Pz
0,-14.118431091308594,-20.84084701538086,21.51773452758789
1,-17.993383407592773,-24.27665328979492,7.952186584472656
2,-10.899836540222168,18.22838020324707,21.177675247192383
3,4.729912281036377,-8.48491382598877,27.68299102783203
4,6.866719722747803,24.52121353149414,15.328377723693848
5,-2.346703052520752,13.465645790100098,36.1485710144043
6,-12.754438400268556,-9.865838050842283,24.28172874450684
7,25.71036720275879,5.281481742858887,-11.493078231811523
8,-2.315934419631958,29.313962936401367,-0.5675671100616455
9,5.6943840980529785,17.00217056274414,24.2703800201416
10,31.18610572814941,-0.6951896548271179,9.01073169708252
11,17.09743309020996,24.68619537353516,-5.442286968231201
12,14.363699913024902,-22.171518325805664,-12.866806983947754
13,26.794363021850582,-9.795955657958984,7.140932559967041
14,19.250926971435547,21.7680721282959,-4.465274333953857
15,-11.444350242614746,26.020496368408203,-10.226947784423828
16,-24.631031036376957,12.635942459106444,7.210866451263428
17,27.12116050720215,-10.50387954711914,-4.584108352661133
18,15.903521537780762,21.97582244873047,-10.605305671691896
19,10.78882884979248,-21.63365364074707,15.28430461883545
20,26.373815536499023,-0.9570032358169556,11.46873378753662
21,5.547141075134277,-18.86768913269043,-24.37225914001465
22,-1.1920324563980105,-9.242778778076172,-27.237573623657227
23,23.704370498657227,-4.914434909820557,-21.96198272705078
24,-2.810837507247925,-3.626913070678711,33.28702545166016
25,6.859063625335693,1.516277551651001,-27.368667602539062
26,-7.808305263519287,-24.123403549194336,-14.911791801452637
27,-14.665788650512695,-24.276779174804688,-11.821255683898926
28,-13.786725997924805,27.877199172973636,-10.881831169128418
29,12.93200397491455,21.77237892150879,13.724041938781738
30,-11.321456909179688,22.7972354888916,16.695247650146484
31,-1.956075668334961,-19.194965362548828,-21.12677383422852
32,27.306360244750977,-13.530367851257324,7.625157833099365
33,5.802831649780273,18.655532836914062,-27.94924736022949
34,-17.023418426513672,-3.444481372833252,19.15180969238281
35,16.224592208862305,14.94790267944336,14.286805152893066
36,27.27207946777344,10.424968719482422,6.849086761474609
37,22.6408634185791,5.79042387008667,19.558319091796875
38,25.76617813110352,-6.996837615966797,6.563132762908936
39,33.980655670166016,-15.132166862487791,-5.073147773742676
40,-2.337153911590576,14.868406295776367,25.938831329345703
41,1.6132385730743408,31.002595901489254,1.7157975435256958
42,24.09807014465332,10.00356674194336,9.76321506500244
43,29.02103805541992,-1.2393711805343628,-8.778697967529297
44,-8.376875877380371,-24.942317962646484,-14.07594871520996
45,-19.237703323364254,-22.386383056640625,3.5189709663391118
46,3.408232450485229,9.889129638671877,-26.26957130432129
47,-11.89023494720459,15.703659057617188,-20.93982696533203
48,-21.03639793395996,0.3022784292697906,21.174739837646484
49,27.230897903442383,11.031597137451172,7.634678363800049
50,16.23716926574707,-8.212162017822266,20.11145782470703
51,-22.60955047607422,1.6049433946609497,-16.340639114379883
