Event,Particle,Px,Py,Pz,Energy
39,Photon,-25.8861083984375,-15.356389999389648,-7.351812839508057,30.983196258544922
40,Higgs,0.0,0.0,9.9999998245167e-15,125.0
40,Z Boson,14.472037315368652,-19.751142501831055,6.626925468444824,99.63341522216797
40,Muon+,29.997339248657227,-49.508033752441406,23.000375747680664,62.28895568847656
40,Muon-,-15.525300979614258,29.75689125061035,-16.373451232910156,37.344459533691406
40,Photon,-14.472037315368652,19.751142501831055,-6.626925468444824,25.36658477783203
41,Higgs,0.0,0.0,9.9999998245167e-15,125.0
41,Z Boson,-14.266133308410645,-15.458137512207031,-21.43330955505371,94.96896362304688
41,Muon+,-12.044394493103027,33.556636810302734,9.588133811950684,36.91962432861328
41,Muon-,-2.221738815307617,-49.014774322509766,-31.021442413330078,58.04933547973633
41,Photon,14.266133308410645,15.458137512207031,21.43330955505371,30.031038284301758
42,Higgs,0.0,0.0,9.9999998245167e-15,125.0
42,Z Boson,-13.338540077209473,22.4410343170166,-15.928513526916504,94.41840362548828
42,Electron+,-9.6749906539917,12.924318313598633,-53.29437255859375,55.68602752685547
42,Electron-,-3.6635494232177734,9.516716003417969,37.36585998535156,38.73237609863281
42,Photon,13.338540077209473,-22.4410343170166,15.928513526916504,30.58159828186035
43,Higgs,0.0,0.0,9.9999998245167e-15,125.0
43,Z Boson,21.803014755249023,21.42969512939453,2.86529541015625,94.29473876953125
43,Electron+,44.6545524597168,-2.3327670097351074,28.070398330688477,52.79600524902344
43,Electron-,-22.851537704467773,23.762462615966797,-25.205102920532227,41.49872970581055
43,Photon,-21.803014755249023,-21.42969512939453,-2.86529541015625,30.705263137817383
44,Higgs,0.0,0.0,9.9999998245167e-15,125.0
44,Z Boson,17.12055206298828,15.159480094909668,-18.184206008911133,95.78376007080078
44,Electron+,31.76000213623047,39.80043029785156,-35.7058219909668,62.19065475463867
44,Electron-,-14.639449119567871,-24.640949249267578,17.52161407470703,33.59310531616211
44,Photon,-17.12055206298828,-15.159480094909668,18.184206008911133,29.216238021850586
45,Higgs,0.0,0.0,9.9999998245167e-15,125.0
45,Z Boson,15.475502967834473,-25.235279083251953,-20.030746459960938,89.25728607177734
45,Muon+,-30.02927589416504,-1.3596514463424683,7.468236923217773,30.974050521850586
45,Muon-,45.50477981567383,-23.875627517700195,-27.49898338317871,58.28323745727539
45,Photon,-15.475502967834473,25.235279083251953,20.030746459960938,35.74271011352539
46,Higgs,0.0,0.0,9.9999998245167e-15,125.0
46,Z Boson,-0.8955116271972656,26.39470100402832,10.469040870666504,96.5907974243164
46,Electron+,-7.461089134216309,57.472415924072266,23.12582015991211,62.398319244384766
46,Electron-,6.565577507019043,-31.077716827392578,-12.656779289245605,34.192474365234375
46,Photon,0.8955116271972656,-26.39470100402832,-10.469040870666504,28.40920639038086
47,Higgs,0.0,0.0,9.9999998245167e-15,125.0
47,Z Boson,-7.602883815765381,30.885122299194336,-9.679754257202148,91.7525634765625
47,Electron+,21.224468231201172,19.823204040527344,29.814193725585938,41.621192932128906
47,Electron-,-28.82735252380371,11.061917304992676,-39.49394607543945,50.13136672973633
47,Photon,7.602883815765381,-30.885122299194336,9.679754257202148,33.247440338134766
48,Higgs,0.0,0.0,9.9999998245167e-15,125.0
48,Z Boson,24.87760353088379,-11.293472290039062,-15.008642196655273,93.82794189453125
48,Electron+,-22.119983673095703,-14.53828239440918,21.601533889770508,34.165504455566406
48,Electron-,46.997589111328125,3.2448105812072754,-36.61017608642578,59.66244125366211
48,Photon,-24.87760353088379,11.293472290039062,15.008642196655273,31.172054290771484
49,Higgs,0.0,0.0,9.9999998245167e-15,125.0
49,Z Boson,24.508127212524414,-12.580106735229492,9.357375144958496,95.90587615966797
49,Electron+,-18.99764060974121,-29.662139892578125,-20.199687957763672,40.60517501831055
49,Electron-,43.505767822265625,17.082033157348633,29.557064056396484,55.30070114135742
49,Photon,-24.508127212524414,12.580106735229492,-9.357375144958496,29.094120025634766
50,Higgs,0.0,0.0,9.9999998245167e-15,125.0
50,Z Boson,15.966814994812012,-5.030495643615723,-23.13199234008789,96.4459457397461
50,Electron+,6.4699602127075195,-15.313109397888184,-57.225379943847656,59.59107208251953
50,Electron-,9.496854782104492,10.282613754272461,34.093387603759766,36.8548698425293
50,Photon,-15.966814994812012,5.030495643615723,23.13199234008789,28.55405616760254
51,Higgs,0.0,0.0,9.9999998245167e-15,125.0
51,Z Boson,-17.762685775756836,-4.461042881011963,-17.088027954101562,99.95175170898438
51,Electron+,30.434112548828125,4.670389175415039,-36.006103515625,47.37601852416992
51,Electron-,-48.19679641723633,-9.131431579589844,18.918075561523438,52.57573318481445
51,Photon,17.762685775756836,4.461042881011963,17.088027954101562,25.048246383666992
52,Higgs,0.0,0.0,9.9999998245167e-15,125.0
52,Z Boson,9.525453567504883,-11.002280235290527,25.49234962463379,95.64622497558594
52,Electron+,45.31597900390625,-27.18181800842285,12.835418701171875,54.37956619262695
52,Electron-,-35.790523529052734,16.179536819458008,12.656929969787598,41.266658782958984
52,Photon,-9.525453567504883,11.002280235290527,-25.49234962463379,29.353778839111328
53,Higgs,0.0,0.0,9.9999998245167e-15,125.0
53,Z Boson,12.760870933532715,-42.40903854370117,-2.345492362976074,80.65061950683594
53,Muon+,-11.744057655334473,-0.5568596720695496,23.071998596191406,25.89519691467285
53,Muon-,24.504928588867188,-41.852176666259766,-25.417490005493164,54.75542068481445
53,Photon,-12.760870933532715,42.40903854370117,2.345492362976074,44.34938049316406
54,Higgs,0.0,0.0,9.9999998245167e-15,125.0
54,Z Boson,3.28570294380188,24.858871459960938,13.114943504333496,96.70227813720703
54,Electron+,29.528745651245117,-23.485734939575195,17.357351303100586,41.53076171875
54,Electron-,-26.2430419921875,48.3446044921875,-4.242407321929932,55.17151641845703
54,Photon,-3.28570294380188,-24.858871459960938,-13.114943504333496,28.29772186279297
55,Higgs,0.0,0.0,9.9999998245167e-15,125.0
55,Z Boson,-26.837583541870117,-11.990073204040527,-1.1509976387023926,95.58329772949219
55,Electron+,-44.936336517333984,-8.62610149383545,-34.62525177001953,57.38111114501953
55,Electron-,18.0987548828125,-3.3639724254608154,33.47425079345703,38.20218276977539
55,Photon,26.837583541870117,11.990073204040527,1.1509976387023926,29.416704177856445
56,Higgs,0.0,0.0,9.9999998245167e-15,125.0
56,Z Boson,-17.38974380493164,1.0506305694580078,-24.450746536254883,94.97757720947266
56,Muon+,-12.420546531677246,30.86366081237793,21.76483917236328,39.756195068359375
56,Muon-,-4.969196796417236,-29.813030242919922,-46.21558380126953,55.22138214111328
56,Photon,17.38974380493164,-1.0506305694580078,24.450746536254883,30.022424697875977
57,Higgs,0.0,0.0,9.9999998245167e-15,125.0
57,Z Boson,18.48465919494629,28.905620574951172,13.194095611572266,88.23994445800781
57,Electron+,28.225622177124023,52.83928298950195,1.6232047080993652,59.92754364013672
57,Electron-,-9.740962982177734,-23.93366241455078,11.570891380310059,28.312400817871094
57,Photon,-18.48465919494629,-28.905620574951172,-13.194095611572266,36.76005554199219
58,Higgs,0.0,0.0,9.9999998245167e-15,125.0
58,Z Boson,-12.251249313354492,25.53008270263672,0.12927420437335968,96.6822509765625
58,Muon+,11.622769355773926,55.840972900390625,-6.931475639343262,57.45745849609375
58,Muon-,-23.874019622802734,-30.310890197753906,7.0607500076293945,39.22479248046875
58,Photon,12.251249313354492,-25.53008270263672,-0.12927420437335968,28.317750930786133
59,Higgs,0.0,0.0,9.9999998245167e-15,125.0
59,Z Boson,-19.729928970336914,-21.408349990844727,-2.7035748958587646,95.76138305664062
59,Muon+,-39.591941833496094,-39.30500411987305,21.411441802978516,59.7567253112793
59,Muon-,19.86201286315918,17.896656036376953,-24.11501693725586,36.00465393066406
59,Photon,19.729928970336914,21.408349990844727,2.7035748958587646,29.23862075805664
60,Higgs,0.0,0.0,9.9999998245167e-15,125.0
60,Z Boson,24.530807495117188,6.461536407470703,1.3489773273468018,99.59661865234375
60,Muon+,53.4673957824707,-13.906068801879883,-19.42678451538086,58.5623779296875
60,Muon-,-28.936588287353516,20.367605209350586,20.775760650634766,41.03424072265625
60,Photon,-24.530807495117188,-6.461536407470703,-1.3489773273468018,25.403379440307617
61,Higgs,0.0,0.0,9.9999998245167e-15,125.0
61,Z Boson,-24.48683738708496,10.205611228942871,12.408710479736328,95.71287536621094
61,Electron+,-1.8989531993865967,-10.710007667541504,47.675323486328125,48.90037536621094
61,Electron-,-22.5878849029541,20.915618896484375,-35.2666130065918,46.812496185302734
61,Photon,24.48683738708496,-10.205611228942871,-12.408710479736328,29.287126541137695
62,Higgs,0.0,0.0,9.9999998245167e-15,125.0
62,Z Boson,-10.931397438049316,-22.761484146118164,14.057953834533691,96.10005950927734
62,Muon+,18.257524490356445,-50.67497634887695,1.8025962114334106,53.893882751464844
62,Muon-,-29.188920974731445,27.913490295410156,12.255356788635254,42.206172943115234
62,Photon,10.931397438049316,22.761484146118164,-14.057953834533691,28.89994239807129
63,Higgs,0.0,0.0,9.9999998245167e-15,125.0
63,Z Boson,3.3308985233306885,-12.803006172180176,-26.28451919555664,95.57402801513672
63,Muon+,31.19854164123535,-35.92607879638672,4.835867404937744,47.82707214355469
63,Muon-,-27.867643356323242,23.12307357788086,-31.120386123657227,47.74695587158203
63,Photon,-3.3308985233306885,12.803006172180176,26.28451919555664,29.42597198486328
64,Higgs,0.0,0.0,9.9999998245167e-15,125.0
64,Z Boson,-19.425121307373047,-4.981595039367676,23.41698455810547,94.16970825195312
64,Electron+,-6.164147853851318,20.522871017456055,-28.0023136138916,35.26066589355469
64,Electron-,-13.26097297668457,-25.504465103149414,51.4193000793457,58.90904235839844
64,Photon,19.425121307373047,4.981595039367676,-23.41698455810547,30.830289840698242
65,Higgs,0.0,0.0,9.9999998245167e-15,125.0
65,Z Boson,28.654401779174805,-6.972214221954346,0.44061699509620667,95.50626373291016
65,Electron+,3.586244583129883,-9.994016647338867,-43.5274772644043,44.80382537841797
65,Electron-,25.068157196044922,3.0218024253845215,43.96809387207031,50.70243453979492
65,Photon,-28.654401779174805,6.972214221954346,-0.44061699509620667,29.49374008178711
66,Higgs,0.0,0.0,9.9999998245167e-15,125.0
66,Z Boson,-6.171581745147705,-25.425457000732422,-14.409316062927246,95.13077545166016
66,Electron+,-40.948429107666016,-35.11771011352539,-21.967273712158203,58.245933532714844
66,Electron-,34.77684783935547,9.692254066467285,7.557958126068115,36.88484191894531
66,Photon,6.171581745147705,25.425457000732422,14.409316062927246,29.869226455688477
67,Higgs,0.0,0.0,9.9999998245167e-15,125.0
67,Z Boson,23.124876022338867,-1.543141484260559,17.291847229003906,96.08375549316406
67,Muon+,-27.50588035583496,-24.23147964477539,-3.522394895553589,36.82603073120117
67,Muon-,50.63075637817383,22.688339233398438,20.81424331665039,59.25772476196289
67,Photon,-23.124876022338867,1.543141484260559,-17.291847229003906,28.916244506835938
68,Higgs,0.0,0.0,9.9999998245167e-15,125.0
68,Z Boson,-28.317790985107422,0.25489577651023865,3.2964718341827393,96.4898452758789
68,Electron+,-12.902581214904785,-8.88845443725586,46.84587478637695,49.39653015136719
68,Electron-,-15.415209770202637,9.143350601196289,-43.54940414428711,47.09331130981445
68,Photon,28.317790985107422,-0.25489577651023865,-3.2964718341827393,28.510156631469727
69,Higgs,0.0,0.0,9.9999998245167e-15,125.0
69,Z Boson,-26.346424102783203,12.453997611999512,-2.822209119796753,95.72200775146484
69,Electron+,27.042438507080078,-19.607444763183594,-0.7242177724838257,33.41062545776367
69,Electron-,-53.38886260986328,32.06144332885742,-2.097991466522217,62.31138229370117
69,Photon,26.346424102783203,-12.453997611999512,2.822209119796753,29.27799415588379
70,Higgs,0.0,0.0,9.9999998245167e-15,125.0
70,Z Boson,5.269115924835205,-15.50094985961914,27.773761749267578,92.7598876953125
70,Muon+,-29.491342544555664,14.77009105682373,-8.55030345916748,34.07365036010742
70,Muon-,34.760459899902344,-30.271041870117188,36.32406234741211,58.68623733520508
70,Photon,-5.269115924835205,15.50094985961914,-27.773761749267578,32.2401123046875
71,Higgs,0.0,0.0,9.9999998245167e-15,125.0
71,Z Boson,15.462713241577148,5.530993938446045,24.643268585205078,95.38618469238281
71,Muon+,-38.14043045043945,5.542089462280273,10.718429565429688,40.00379180908203
71,Muon-,53.603145599365234,-0.011095545254647732,13.92483901977539,55.38239288330078
71,Photon,-15.462713241577148,-5.530993938446045,-24.643268585205078,29.613815307617188
72,Higgs,0.0,0.0,9.9999998245167e-15,125.0
