,Event,Angle (radians)
0,17,1.2743659372750191
1,22,0.7741798871558879
2,27,2.6128426699436487
3,32,1.7369362828688846
4,37,0.41185250902773474
5,47,1.4785580477379596
6,52,2.302409125178656
7,72,1.4175186851312758
8,77,0.5939048505952609
9,82,1.0103447873075162
10,87,0.9032741363080004
11,102,1.2838167617241467
12,107,1.4906850763454853
13,112,1.66063111007718
14,122,1.5221035791590172
15,132,0.9275721042150677
16,137,1.735778780262104
17,142,2.5160585306911294
18,147,1.305345411139338
19,157,1.5531722242487636
20,162,1.5516077364575944
21,167,1.6517581893996534
22,172,2.901267856825804
23,177,1.2545161124777378
24,182,0.610741788515769
25,202,0.8788383891764026
26,207,2.4820472263737017
27,227,1.5196887078935792
28,267,0.6874361792564395
29,282,2.245827269063889
30,292,1.2592143282547315
31,297,1.8913903598183506
32,302,1.8428683330278872
33,312,2.046362068984443
34,317,1.5518918773420805
35,337,1.5349935021580188
36,352,1.320818521884208
37,357,1.949166806331461
38,372,1.2543858395665244
39,382,1.2681180313879306
40,392,1.8900255309238014
41,397,2.0289084544969773
42,437,1.6847962915470662
43,442,2.84103154258219
44,457,1.0352950432052903
45,467,1.731542170531442
46,477,1.4305124007447718
47,482,1.0546737456792359
48,502,0.44164664385942004
49,512,0.24258027727311593
50,517,1.6625674412438867
51,522,1.2368868941102402
52,527,1.9990466231264534
53,542,1.8883675558291724
54,547,1.1540951315768972
55,552,0.8105070082427185
56,587,1.0134705540952051
57,592,1.7877147701218106
58,607,1.0024220553325895
59,612,2.726905801709868
60,617,1.7673943034099113
61,627,1.5403107535884784
62,632,0.40231617257951424
63,637,1.9352301121917546
64,642,1.179183930024957
65,652,2.9056065321106215
66,657,1.9563339515320823
67,667,1.887209323836394
68,672,1.3941583255607757
69,687,0.678001329628754
70,692,1.2403003241980783
71,697,2.506453899653188
72,707,2.1540817551384714
73,717,2.437216917320731
74,722,0.5159597096258012
75,742,0.982416745360155
76,747,1.265783541479738
77,752,1.1395691680740032
78,757,1.1804782796424351
79,772,0.6958909026341895
80,782,0.5397300055674833
81,797,1.9094012088094532
82,807,2.190145839166139
83,812,1.6707625905287955
84,817,2.1463827614755346
85,827,2.5860244659826885
86,847,0.13334232953989406
87,852,1.249451547216751
88,857,2.46359367975566
89,862,0.9088969496041105
90,867,0.7166942985629793
91,882,1.9620028719752276
92,887,2.70278055775765
93,892,1.3405490213217024
94,902,0.8357153474264782
95,912,0.282922103566867
96,917,1.0703388050751366
97,922,0.9200318186974236
98,927,0.8573973990780632
99,932,1.5926727368610338
100,952,0.9791704157237748
101,967,1.0922613203445186
102,977,1.187693817240224
103,987,0.9253362692468863
104,992,0.3012953229856313
105,1017,1.2723873224880977
106,1022,0.6093096108112006
107,1027,1.6682706917476753
108,1032,0.7304592795957061
109,1042,1.4833719928253835
110,1057,1.7109743135437132
111,1062,1.8859487031134972
112,1072,1.4026899387409473
113,1077,2.0383794128061132
114,1087,1.7593868906653636
115,1092,1.1482695175910338
116,1097,0.6702699738926325
117,1107,1.5534523589375548
118,1132,1.7296692717066258
119,1137,2.180322769642736
120,1187,2.7082891465678873
121,1207,1.9059988996695512
122,1217,0.47431879448615777
123,1227,1.9944947434644766
124,1237,1.2300564610778304
125,1242,1.2069174471116906
126,1247,1.6793259283508342
127,1252,1.4892187036330051
128,1257,1.9505110237857497
129,1267,2.6714019207650397
130,1282,0.341484735379452
131,1307,0.20233019571197747
132,1312,0.0653432754022892
133,1317,2.3202769383788993
134,1327,2.0217412776210932
135,1337,1.360028369100455
136,1342,0.8882624081579477
137,1357,2.494720516225078
138,1367,1.6552708100621436
139,1372,2.273731559929019
140,1377,1.4830698885094586
141,1382,0.621807247938633
142,1402,1.8712292790988436
143,1417,0.7199983186690374
144,1427,2.816844877067692
145,1442,2.0633330263772165
146,1447,0.4448411091410532
147,1457,0.9911688894648343
148,1462,1.4633348463649711
149,1472,2.539340520766083
150,1477,1.2894288179404263
151,1482,1.3641779547756832
152,1492,1.5307678113406487
153,1502,1.1078750806762048
154,1517,1.9979757239225913
155,1522,0.7613997202277717
156,1527,1.59818637872282
157,1532,2.142583807610789
158,1552,2.270178279121517
159,1567,2.507064457848939
160,1577,1.489781134911995
161,1582,1.6683732593600347
162,1587,0.8834113442597631
163,1607,1.9336621427461012
164,1632,1.9995401620633064
165,1637,2.890934018208937
166,1642,1.5527396474841517
167,1652,2.0212340198648713
168,1662,1.130868484945384
169,1672,1.5604508279047846
170,1692,1.3670839256993015
171,1697,2.5164008219357115
172,1712,1.5949290410946444
173,1717,2.171150176481289
174,1732,1.6879318470756703
175,1742,2.1924357171139777
176,1747,1.5869644578587545
177,1757,1.596168521245017
178,1762,3.1329839403105906
179,1767,1.8663065489593367
180,1772,1.8784627881403513
181,1797,1.0650047494555772
182,1807,2.65539940559954
183,1812,0.6230974528155067
184,1827,0.2294087835431031
185,1852,1.2274092078080852
186,1857,1.8352816956920213
187,1862,1.5368296421034557
188,1877,0.9734524262291703
189,1882,2.3525034977186157
190,1887,2.7069020458419195
191,1917,1.962054777711235
192,1937,1.907218247869796
193,1942,1.7483276321237804
194,1947,1.487584614044996
195,1957,0.361153871316349
196,1962,0.7345674712463286
197,1977,1.5106294455361378
198,1982,0.4415072951763567
199,1987,1.038176940598866
200,1992,0.3436508696129399
201,2002,2.0652356900371536
202,2012,1.9680706761720843
203,2017,0.8150972158000003
204,2037,1.1228747490098152
205,2042,0.835690976789988
206,2047,1.9014981431728748
207,2062,0.7551245788843044
208,2067,1.9914373775641592
209,2072,1.1932870019076431
