,Event,Px,Py,Pz
0,18,-1.727736719652184,-42.21605436750914,-11.2789798905769
1,23,-18.137779345200045,27.555257920261237,-23.664473040098738
2,28,1.0034693230992362,-43.2457083655386,12.672206023623936
3,33,-24.832168114360496,-5.410824817965685,-36.70497693306213
4,38,27.20228427024404,-29.57050537969917,-7.4348264533999
5,48,-42.28134862267553,-12.13153563278532,-8.104741487003963
6,53,26.547720905437163,12.056761073660176,33.16019421930522
7,73,40.17801244403744,-21.04514576387276,-0.0966415186662974
8,78,-31.059164533710295,11.48300586586728,-31.339477051519303
9,83,38.72251561576016,-23.190820290234026,-6.234030728316864
10,88,-44.667958920569774,-4.067338453653367,-9.827348204196715
11,103,5.336350987233811,-37.37426861400522,-25.73920342671805
12,108,35.077986061428334,8.841010702828045,-28.94188583004155
13,113,34.35518634635763,-26.100777289247635,6.614932916905436
14,123,-31.54447645286933,30.15199378319018,12.620339223099288
15,133,-30.68313503664025,32.625318020719924,8.12122693664591
16,138,-8.293466496178588,8.585802229893462,43.81771054583066
17,143,-40.24004102402037,-19.777333259235885,9.907332325010929
18,148,-16.41768932636453,33.16717770690793,-26.45872400582412
19,158,-37.982019502694456,-18.172804322498944,-12.047592990658726
20,163,34.25288426586303,-28.58814762877932,13.799336990055744
21,168,41.62677969294039,16.047332459735014,-8.792016442283018
22,173,-35.3243927805455,11.804986034350954,-38.18543392982396
23,178,-19.239733784477583,37.296991296003135,11.780505635714407
24,183,17.948952397372345,-12.290587646263734,-39.80974251642485
25,203,-21.840330116238476,38.37551471478726,-19.265181436993046
26,208,5.725743592800667,-40.40324145060287,-19.081216778686414
27,228,36.5316164002548,-9.243451521974745,-15.884552389133471
28,268,16.880405815200618,-16.5131005271802,-24.01607625950982
29,283,4.452193272857697,-30.38223934252501,-32.96869395705564
30,293,-18.33893971596313,-41.8453096004577,7.002344286482272
31,298,28.47362869086593,27.24086026049869,-22.934974758717267
32,303,-40.104540671129314,17.4259111400041,20.16162210009578
33,313,-24.063467117131573,38.585770521481415,5.663940263939816
34,318,-29.532377226429357,29.521826906665456,-17.983771766356604
35,338,37.68660853929793,23.55211257814093,11.135132962793238
36,353,31.765133736246494,-21.45924092696621,20.535555049894803
37,358,45.2327579843858,-3.005173132906594,0.5847668774834247
38,373,-21.91009330170978,-31.70999095236285,24.155654849161326
39,383,44.44886279137421,1.717244587935999,11.070043741807387
40,393,-20.83620573192929,35.29687316097005,19.26089530700427
41,398,-5.831959865678586,13.623090281387308,-44.46904473731901
42,438,13.179816970469494,39.5570343575143,21.302375144666566
43,443,-28.081979535760503,-22.348232899931663,18.878353492776316
44,458,-6.412461217601589,40.93579884923822,-19.6973300692326
45,468,9.974894466431538,41.41017814693621,15.568170934497813
46,478,-43.15952004477056,5.856548407167082,-13.099228268894542
47,483,-33.859915176426746,-16.333348041495736,-21.514518663261413
48,503,-8.481338119441883,25.506501347148976,-36.2834294468536
49,513,9.419034321487276,17.688596781577992,-41.28727878983824
50,518,-16.22990461078757,-10.166049789554767,40.97854324245655
51,523,28.849737431342028,-10.723887193688952,33.06037570523319
52,528,-11.00560527201108,0.5462293094145357,-42.29790760140484
53,543,-31.367641963621764,31.890250202503243,-7.15649620073506
54,548,-32.74072024587944,-15.298883717137738,-28.23356581955565
55,553,-14.884716808431335,0.6355020264128555,43.9951855837553
56,588,12.407048275076624,44.33716526196629,-3.4891042327606048
57,593,-33.35229331905509,-9.151191643475832,30.14149930669995
58,608,7.928870205458513,42.15725261086288,13.771948289347248
59,613,33.4921550597468,22.347162036481112,-2.2544096931936206
60,618,-38.01237231084197,23.394909270571905,-1.907107108205826
61,628,6.303877294253752,42.06749793490915,13.797364344011427
62,633,21.20466224938676,35.45543719109839,7.223489835585834
63,638,10.574530224078044,44.342554200246326,-1.9539421223582445
64,643,-25.618971333591297,24.3540404990463,-30.107226748618697
65,653,-36.20887609849918,-25.157938434830186,-7.620864108418454
66,658,-6.973685088617865,-42.45397321643362,15.832855507635012
67,668,11.94464548215473,-42.63270681262743,2.8032154466949297
68,673,-31.99729186633299,22.51660849064235,-21.729508449535945
69,688,-15.811699057433646,39.854688715206535,-4.367996356726623
70,693,-40.94214541041913,10.70260618036798,16.328416081638906
71,698,-18.71898667657998,37.77778455213981,-15.392625997190612
72,708,-39.58308459656359,-15.302186440701533,15.631603841361672
73,718,2.2961269104076667,-44.32851277356572,-11.022384058582702
74,723,-8.663714513955748,34.216876251570746,-26.73468263882797
75,743,39.29991129900488,13.023439834980438,-15.403416856960298
76,748,-22.242230486751943,-23.305968362998374,31.37007523800272
77,753,-20.320897248528244,-35.96770427487024,18.60139449840636
78,758,-29.24445611896646,34.56368423020868,-9.74972541631446
79,773,-2.4539711245866545,17.648226108122333,41.307341878258455
80,783,39.3693097483994,2.462424962448181,24.601548472193105
81,798,24.82009058597555,14.62397358473063,35.55219146444785
82,808,-46.221040747335984,0.5639833356043209,-1.4585974053922115
83,813,-23.95403193429543,-5.489059075001535,38.84672025822026
84,818,3.934411281298989,-2.562959307534197,-33.91808941746018
85,828,10.910087050435727,36.70048673205678,23.324786730298072
86,848,-27.070682136180796,33.39760657599015,-19.576858921000344
87,853,45.51514556797245,0.1400781798604849,-3.1708624969829344
88,858,-26.37178796136536,-30.59442142279414,19.575429117634755
89,863,-44.38249228294789,12.43563480531179,3.414088925328248
90,868,-18.208275504498488,33.035931976107825,-26.08874697050917
91,883,-12.751749385963626,-15.779540915214682,40.21710059514093
92,888,-40.527175578373786,11.548768915845113,-14.733527171700128
93,893,0.2131745440634223,38.9698977794327,21.883762099975925
94,903,36.53517514071987,-22.399367826778647,-15.479473789761323
95,913,-21.190156211249917,26.24019189134883,-30.47332370259439
96,918,-26.74006614238319,11.958140630537471,-32.82936844355787
97,923,-37.36264901294776,-19.46340529661628,-15.374451591703505
98,928,0.2740521521599737,24.810428355486827,-38.57575914878082
99,933,40.93260089542902,6.893106084044537,-16.720967862457464
100,953,26.24651161365027,-29.093606772463048,-14.489763257784574
101,968,-39.1793089240823,-12.802632228319084,20.393735221162608
102,978,-16.184204955894977,34.29211665811654,-25.735846743662503
103,988,32.26695831626978,-21.95942402579724,23.944696099982995
104,993,22.365943570949387,-24.095841313062657,-31.58725515589569
105,1018,15.261756004901724,18.78335825998988,-39.21840820486972
106,1023,-27.95250051996238,13.780896825453585,33.206182670377444
107,1028,-15.309553668036536,-9.74267734628313,-41.92173244310268
108,1033,11.32561742044378,36.89167069617985,23.2399652641311
109,1043,35.68929932256284,27.275741314581783,9.822263809539011
110,1058,-29.80044667092844,14.738218275983591,-31.411388793212385
111,1063,40.63993252740288,27.186263270322502,-4.358672400515635
112,1073,-7.363274746110792,-36.03441532694767,-26.815095265245688
113,1078,2.0791016182824364,-43.679427820557535,-9.87639734739382
114,1088,42.49683844881016,-3.015435939914397,-15.065684216795958
115,1093,13.35475538203277,-6.9437365581558685,-42.53758067872098
116,1098,24.210192391041492,35.55023533625948,13.688327555264
117,1108,-8.544175733198106,18.89784023047945,39.27954798510757
118,1133,16.503781686779647,37.44501421042496,-24.84259648503535
119,1138,-23.81930596010116,19.593432200529318,-21.04857773755152
120,1188,-30.750745703671573,23.48976088362137,-24.260910436456918
121,1208,-11.408978648910724,31.237148627900886,-29.69228100712616
122,1218,-35.27667805126521,-21.208605658671388,19.647417516739697
123,1228,24.35628517574407,42.5792967637592,5.008991874000738
124,1238,-27.836596043310315,26.79587893914438,-25.172621047168867
125,1243,5.812674760215269,37.75638933458996,-25.80211656614897
126,1248,-22.928277518846613,-30.71655051602109,-25.036388490754945
127,1253,-7.526969124558018,16.057515743075193,42.00332752463156
128,1258,-14.28966888644774,-30.30053335566355,30.648057253837496
129,1268,24.18516112491733,-5.606572786520188,-37.23134487826638
130,1283,24.70381457534488,11.213907871819298,36.99521914583722
131,1308,-14.400190323161851,-18.43397708568546,-39.47266652635974
132,1313,43.26305142013244,-2.520906916342258,-11.987090447348796
